cf,El,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],C_pipe[USD]
100,User,1950863441.683051,2.88758437799686,0.0,13346651.66675863,23264376.645021,3377277.862691486,66698640.00000054,0.0,715638.1590755299,622042.1562839838,3278910.546302414,0.0,0.0,0.0,0.0,1041253521.454896,663718980.7550107,136009209.46062413,0.0,0.0,2.115,85650581.07534526,0.0
100,User,2014254860.127769,2.983705034890842,0.0,13728129.3891596,23926060.41380116,3786330.834494275,66698640.00000054,0.0,736092.7286412655,639734.2356631326,3676049.353877937,0.0,0.0,0.0,0.0,1071014920.1730413,682596429.4525626,152482527.1988568,0.0,0.0,2.115,90810030.35300457,0.0
100,User,2096396508.130104,3.099147532515074,0.0,14169013.73537207,24690786.63152618,3854906.3085259,66698640.00000054,0.0,759732.639966331,660181.4607359943,3742627.484005728,0.0,0.0,0.0,0.0,1105410991.1510115,704413618.6053059,155244188.03655759,0.0,0.0,2.115,121671731.4284941,0.0
100,User,2216298653.658708,3.26534255752953,0.0,14738215.68772788,25678083.32256583,4003838.457047613,66698640.00000054,0.0,790252.8518888942,686579.7679830436,3887221.802958848,0.0,0.0,0.0,0.0,1149817899.498341,732580612.4379075,161241960.386733,0.0,0.0,2.115,168770959.5327676,0.0
100,User,2375754759.360852,3.486126830764166,0.0,15529028.894207,27049770.92615865,4093620.557126218,66698640.00000054,0.0,832655.704783217,723255.9071165414,3974388.890413804,0.0,0.0,0.0,0.0,1211514050.459581,771714052.8933496,164857651.17436457,0.0,0.0,2.115,226754895.3887622,0.0
100,User,2273449550.704152,3.302765364109585,0.0,14212558.65090852,24766316.50425906,3466585.497293829,66698640.00000054,0.0,762067.4879843713,662200.9760497075,3365616.987663912,0.0,0.0,0.0,0.0,1108808195.01726,706568441.445038,139605792.64829907,0.0,0.0,2.115,310591577.8424211,0.0
100,User,2160228570.421879,3.14962408985615,0.0,13974300.94949691,24353051.8637482,2760698.838903843,66698640.00000054,0.0,749292.2761124352,651151.1193515563,2680290.1348581,0.0,0.0,0.0,0.0,1090220261.7435932,694778244.3481106,111178434.79391399,0.0,0.0,2.115,259682756.6164425,0.0
100,User,2057213329.89092,3.010742171558509,0.0,13399163.44567586,23355459.79284052,3128737.535173655,66698640.00000054,0.0,718453.8040576872,624477.5345679284,3037609.257450151,0.0,-5.046233128117807e-13,-2.523116564058903e-14,0.0,1045350284.9039348,666317529.3839796,126000031.99903224,0.0,-4.9453084655554505e-12,2.115,207789935.7776412,0.0
100,User,2029107105.38249,2.979508736772562,0.0,13333897.57066241,23242254.30896631,3422638.975941847,66698640.00000054,0.0,714954.2933331053,621450.6499723612,3322950.462079463,0.0,0.0,0.0,0.0,1040258496.7996682,663087843.5205094,137835985.1670561,0.0,0.0,2.115,167521864.0580883,0.0
100,User,2024874211.223061,2.982314301086578,0.0,13372756.49789257,23309656.20404572,3834630.896441736,66698640.00000054,0.0,717037.8819245344,623252.8396803668,3722942.617904598,0.0,2.40399462650136e-12,-2.283794895176292e-12,0.0,1043290118.2001976,665010779.9389514,154427659.7906827,0.0,-4.4762379945455325e-10,2.115,138951720.7836836,0.0
100,User,2005788576.509146,2.95946979147113,0.0,13253781.48811571,23103290.72518018,4129280.230934633,66698640.00000054,0.0,710658.5248319414,617735.0461278124,4009009.932946246,0.0,0.0,0.0,0.0,1034008153.6304747,659123294.2183758,166293732.01861027,0.0,0.0,2.115,122549877.639985,0.0
100,User,2023684584.345379,2.985672521225708,0.0,13336044.61667588,23245978.42026956,4252069.884073303,66698640.00000054,0.0,715069.4164437468,621550.2251408973,4128223.188420682,0.0,0.0,0.0,0.0,1040426000.9256516,663194090.2253374,171238697.85568988,0.0,0.0,2.115,126822365.7444179,0.0
100,User,2044635708.155244,3.010244801237785,0.0,13336044.61667589,23245978.42026959,4252069.884073306,66698640.00000054,0.0,715069.4164437476,621550.2251408981,4128223.188420685,0.0,0.0,0.0,0.0,1040426000.9256527,663194090.2253383,171238697.85569,0.0,0.0,2.115,147773489.5542803,0.0
100,User,2154393391.83801,3.165090323997556,0.0,13842460.36570547,24124370.68726366,4609264.253131798,66698640.00000054,0.0,742223.0759091408,645036.6493920765,4475013.837992037,0.0,9.313225746154785e-10,0.0,0.0,1079934575.4477997,688254104.9013456,185623573.99990967,0.0,0.0,2.115,187021845.5598391,0.0
100,User,2461904615.5263,3.608902808021744,0.0,15569553.59011578,27120062.14355617,5432574.829288959,66698640.00000054,0.0,834828.6107300689,725135.3514319832,5274344.494455299,0.0,0.0,0.0,0.0,1214675628.6122503,773719419.977926,218779809.6300058,0.0,0.0,2.115,253674888.4072267,0.0
100,User,2882100232.562946,4.203281377556995,0.0,18363024.35476303,31965415.24018122,4567469.073205329,66698640.00000054,0.0,984612.5659390368,854690.247063669,4434435.993403232,0.0,0.0,0.0,0.0,1432611283.4412985,911954493.6169349,183940405.00636604,0.0,0.0,2.115,353594050.4983466,0.0
100,User,3293158987.312425,4.784356220077286,0.0,20457219.51474145,35597855.26130307,5441958.249947282,66698640.00000054,0.0,1096901.850656378,951814.3117995475,5283454.611599302,0.0,0.0,0.0,0.0,1595992192.7050302,1015585870.6901172,219157697.28913903,0.0,0.0,2.115,462423226.6281374,0.0
100,User,2062165940.145614,3.035144711059657,0.0,13303180.72855686,23188975.08804219,4631394.707554757,66698640.00000054,0.0,713307.277670609,620026.0718727858,4496499.716072579,0.0,0.0,0.0,0.0,1037862089.010736,661567818.6882625,186514808.22269055,0.0,0.0,2.115,164350464.9734938,0.0
100,User,2092989842.013963,3.076711994033205,0.0,13382601.90703964,23326733.34131238,4775443.83297455,66698640.00000054,0.0,717565.7859002487,623709.4476286733,4636353.235897621,0.0,0.0,0.0,0.0,1044058218.4848619,665497980.6197944,192315932.2250333,0.0,0.0,2.115,182215912.4713496,0.0
100,User,2146994322.010509,3.148673464154256,0.0,13560265.7269335,23634896.20121247,4864756.103765126,66698640.00000054,0.0,727091.9960822255,631949.0962891036,4723064.178412744,0.0,0.0,0.0,0.0,1057918854.299638,674289685.7404735,195912702.1205606,0.0,0.0,2.115,212496943.2089796,0.0
100,User,2320102126.371467,3.392601085034507,0.0,14376756.33261867,25051121.97120776,5360024.867143041,66698640.00000054,0.0,770871.6532235213,669816.0954868386,5203907.638002952,0.0,0.0,0.0,0.0,1121618255.4402235,714693773.8844568,215858088.82436243,0.0,0.0,2.115,260126146.76542,0.0
100,User,2764961568.492453,4.028779992429655,0.0,17058033.26407209,29701871.72923063,5660371.874741632,66698640.00000054,0.0,914639.8533014526,794167.6932949368,5495506.674506439,0.0,0.0,0.0,0.0,1330800986.5536134,847376928.7456975,227953616.85852706,0.0,0.0,2.115,358830036.334615,0.0
100,User,3070804882.740059,4.455556775817946,0.0,18723677.11778536,32590977.53502674,5645934.490050723,66698640.00000054,0.0,1003950.515698947,871416.5116317312,5481489.79616575,0.0,0.0,0.0,0.0,1460748000.3419678,929801417.9110571,227372196.7449553,0.0,0.0,2.115,452883267.7420786,0.0
