Hub,Stg,data_year,CF,cost_year,PV_capex,Wind_capex,El_capex,UG_capex,PV_FOM,Wind_FOM,EL_FOM,Stg_ratio,Bat_ratio,Trans_capex,Pipe_capex,El,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],FOM_TRANS[USD],FOM_PIPE[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],C_pipe[USD],LCOH-PV,LCOH-wind,LCOH-el,LCOH-UG,LCOH-pipe-storage,LCOH-trans,LCOH-pipe,pv_capacity_KF249_2018[kW],pv_capacity_KF250_2018[kW],pv_capacity_KF251_2018[kW],pv_capacity_KG249_2018[kW],pv_capacity_KG250_2018[kW],pv_capacity_KG251_2018[kW],pv_capacity_KG252_2018[kW],pv_capacity_KG253_2018[kW],pv_capacity_KH248_2018[kW],pv_capacity_KH249_2018[kW],pv_capacity_KH250_2018[kW],pv_capacity_KH251_2018[kW],pv_capacity_KH252_2018[kW],pv_capacity_KH253_2018[kW],pv_capacity_KH254_2018[kW],pv_capacity_KI248_2018[kW],pv_capacity_KI249_2018[kW],pv_capacity_KI250_2018[kW],pv_capacity_KI251_2018[kW],pv_capacity_KI252_2018[kW],pv_capacity_KI253_2018[kW],pv_capacity_KI254_2018[kW],pv_capacity_KI255_2018[kW],pv_capacity_KI256_2018[kW],pv_capacity_KJ248_2018[kW],pv_capacity_KJ249_2018[kW],pv_capacity_KJ250_2018[kW],pv_capacity_KJ251_2018[kW],pv_capacity_KJ252_2018[kW],pv_capacity_KJ253_2018[kW],pv_capacity_KJ254_2018[kW],pv_capacity_KJ255_2018[kW],pv_capacity_KJ256_2018[kW],pv_capacity_KJ257_2018[kW],pv_capacity_KK248_2018[kW],pv_capacity_KK249_2018[kW],pv_capacity_KK250_2018[kW],pv_capacity_KK251_2018[kW],pv_capacity_KK252_2018[kW],pv_capacity_KK253_2018[kW],pv_capacity_KK254_2018[kW],pv_capacity_KK255_2018[kW],pv_capacity_KK256_2018[kW],pv_capacity_KK257_2018[kW],pv_capacity_KK258_2018[kW],pv_capacity_KK259_2018[kW],pv_capacity_KL254_2018[kW],pv_capacity_KL255_2018[kW],pv_capacity_KL256_2018[kW],pv_capacity_KL257_2018[kW],pv_capacity_KL258_2018[kW],pv_capacity_KL259_2018[kW],wind_capacity_KF249_2018[kW],wind_capacity_KF250_2018[kW],wind_capacity_KF251_2018[kW],wind_capacity_KG249_2018[kW],wind_capacity_KG250_2018[kW],wind_capacity_KG251_2018[kW],wind_capacity_KG252_2018[kW],wind_capacity_KG253_2018[kW],wind_capacity_KH248_2018[kW],wind_capacity_KH249_2018[kW],wind_capacity_KH250_2018[kW],wind_capacity_KH251_2018[kW],wind_capacity_KH252_2018[kW],wind_capacity_KH253_2018[kW],wind_capacity_KH254_2018[kW],wind_capacity_KI248_2018[kW],wind_capacity_KI249_2018[kW],wind_capacity_KI250_2018[kW],wind_capacity_KI251_2018[kW],wind_capacity_KI252_2018[kW],wind_capacity_KI253_2018[kW],wind_capacity_KI254_2018[kW],wind_capacity_KI255_2018[kW],wind_capacity_KI256_2018[kW],wind_capacity_KJ248_2018[kW],wind_capacity_KJ249_2018[kW],wind_capacity_KJ250_2018[kW],wind_capacity_KJ251_2018[kW],wind_capacity_KJ252_2018[kW],wind_capacity_KJ253_2018[kW],wind_capacity_KJ254_2018[kW],wind_capacity_KJ255_2018[kW],wind_capacity_KJ256_2018[kW],wind_capacity_KJ257_2018[kW],wind_capacity_KK248_2018[kW],wind_capacity_KK249_2018[kW],wind_capacity_KK250_2018[kW],wind_capacity_KK251_2018[kW],wind_capacity_KK252_2018[kW],wind_capacity_KK253_2018[kW],wind_capacity_KK254_2018[kW],wind_capacity_KK255_2018[kW],wind_capacity_KK256_2018[kW],wind_capacity_KK257_2018[kW],wind_capacity_KK258_2018[kW],wind_capacity_KK259_2018[kW],wind_capacity_KL254_2018[kW],wind_capacity_KL255_2018[kW],wind_capacity_KL256_2018[kW],wind_capacity_KL257_2018[kW],wind_capacity_KL258_2018[kW],wind_capacity_KL259_2018[kW]
Tas,Lined Rock,2018,100,2023,1068.2,2126.6,1343.3,1,12.68,18.65,37.36,1.0,1.0,1.0,1.0,KH251,28378155216.78823,3.991641066395652,2691995.558428062,149099818.3646429,259482379.0849656,26147830.48892638,3476223.271895841,1617634.905784984,667005321.5998772,212302.4888350206,7994628.330543857,6945459.82561471,25386243.19313241,0.0,0.0,0.0,226781518.57356903,17001376607.734566,9329836183.74824,1053021367.6511323,0.0,0.0,21.1506,695244654.3791682,71894884.70155486,0.030632993240031707,2.2174661394469344,1.483233811125711,0.16270070533676356,0.0,0.086750328767715,0.010857088478495843,0.0,-8.910205906431656e-10,-2.079048044834053e-09,0.0,1.188027454190888e-09,-1.782041181286331e-09,0.0,0.0,2.450306624268705e-09,0.0,0.0,212302.4888350217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343252.0,281892.0000000001,203476.0000000003,452036.0000000001,533935.9999999999,366808.0000000002,84915.99999999999,86892.0,80547.99999999971,530192.0,465608.0000000001,512465.1640683705,477256.0,380016.0,134940.0,78312.0,550940.0,517348.0,571792.0,524355.1664754868,0.0,0.0,0.0,0.0,5407.999999999995,223964.0,0.0,0.0,561132.0,0.0,0.0,0.0,0.0,0.0,27143.99999999992,0.0,0.0,-3.491311117999011e-10,0.0,-1.061784003260075e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
