cf,capex[USD],lcoh[USD/kg],fom[USD],hy[kg],pv_capacity[kW],wind_capacity[kW],pv_capacity_array[kW],wind_capacity_array[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD]
100,3010671750.380394,4.691009455040576,61269000.76834367,654857079.3963932,0.0,914639.8529019678,[0.],[914639.85290197],794167.6929494044,5495506.654374301,0.0,2.485121164529445e-10,0.0,0.0,1330800985.9723632,847376928.3770144,123696601.89041632,0.0,0.0,2.115,349164025.7787967
100,2549337393.32829,3.978168273830341,55794263.81963888,654857079.3963932,-0.0,832655.7101121257,[-0.],[832655.71011213],723255.9117257548,3974388.751556695,0.0,0.0,0.0,-0.0,1211514058.2131429,771714057.8113804,89458245.44998774,0.0,0.0,2.115,216561786.6043547
100,2142232235.57126,3.34617278316465,49032700.36764275,654857079.3963932,0.0,731401.3505465627,[0.],[731401.35054656],635676.4512457026,2028036.986641881,0.0,0.0,0.0,0.0,1064188965.0452487,678266773.4791646,45648435.99197543,0.0,0.0,2.115,221410644.0716925
100,2098314273.322463,3.283963618372792,52212550.64915495,654857079.3963932,0.0,779019.5835269605,[0.],[779019.58352696],676863.607742765,1964726.208291044,0.0,7.03716879434879e-11,0.0,0.0,1133473494.0317276,722213469.4615302,44223393.92805538,0.0,0.0,2.115,69829639.81000869
100,2063696919.279509,3.233371979219443,53699611.63427095,654857079.3963932,-0.0,801288.3100946898,[-0.],[801288.31009469],696124.8333013221,1403852.4390296,0.0,0.0,0.0,-0.0,1165874491.1877737,742765197.1325107,31598865.616023123,0.0,0.0,2.115,31588408.94657122
100,2129126353.577008,3.32670667136857,49391061.24391009,654857079.3963932,0.0,736767.8018528937,[0.],[736767.80185289],640318.1369184722,1749369.042488726,0.0,-2.704619532291521e-11,0.0,0.0,1071997151.6959603,683219452.0920099,39375988.35148426,0.0,0.0,2.115,220052742.5021546
100,2126694890.012228,3.32479678629196,50571823.0454388,654857079.3963932,0.0,754449.7005531086,[0.],[754449.70055311],655612.008264575,1789364.424781701,0.0,9.115918478209544e-11,0.0,0.0,1097724314.304773,699538012.8183016,40276231.621503994,0.0,0.0,2.115,172057961.7296026
100,2063696919.279515,3.233371979219453,53699611.63427132,654857079.3963932,0.0,801288.3100946957,[0. 0. 0. 0. 0. 0. 0.],"[     0.             0.             0.             0.
 801288.3100947      0.             0.       ]",696124.8333013266,1403852.439029506,0.0,0.0,0.0,0.0,1165874491.1877823,742765197.1325155,31598865.616021004,0.0,0.0,2.115,31588408.94657144
