cf,capex[USD],pv_capacity[kW],wind_capacity[kW],pv_capacity1[kW],wind_capacity1[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],pv_capacity_array[kW],wind_capacity_array[kW]
80,1411758104.143755,2e-06,586387.1341241886,,,510247.1177266696,160672.5341268717,0.0,0.0,0.0,0.0022454,853193280.1506944,544433674.6143564,14130498.898166373,0.0,0.0,2.115,-0.0,[1.e-06 1.e-06],[1.00000000e-06 5.86387134e+05]
