cf,El,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],C_pipe[USD],LCOH-wind,LCOH-el,LCOH-UG,LCOH-pipe-storage,LCOH-trans,LCOH-pipe,pv_capacity_KF249[kW],pv_capacity_KG249[kW],wind_capacity_KF249[kW],wind_capacity_KG249[kW]
100,KF249,2454203364.676418,3.45781760029625,0.0,14069075.49576632,24578380.76790229,0.0,66698640.00000054,0.0,754374.0212207146,657175.9563610238,0.0,1169476.805488387,0.0,0.0,0.0,1097614200.8761396,701206745.4372125,0.0,603450031.6320076,0.0,2.115,22610060.10229912,29322326.62875915,1.498258919424647,1.1909010926124457,0.0,0.7077492971320627,0.026517943999834436,0.03439034712726047,0.0,0.0,343252.0,411122.0212207146
