cf,capex[USD],lcoh[USD/kg],fom[USD],hy[kg],pv_capacity[kW],wind_capacity[kW],pv_capacity_array[kW],wind_capacity_array[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD]
60,1524347136.004077,2.383961955141409,36807227.33194146,654857079.3963932,0.0,548324.9878969527,[0.],[548324.98789695],477325.4514833539,89878.3481859509,0.0,0.0,0.0,0.0,797812857.3900661,509306256.7327386,46377227.66395067,0.0,0.0,2.115,209323221.1583179
60,1319037154.382178,2.065358119010977,33477231.34097864,654857079.3963932,-0.0,498458.324097282,[-0.],[498458.32409728],434193.5258037741,9709.522895336973,0.0,0.0,0.0,-0.0,725256861.5615454,463284492.0326269,5010113.813993879,0.0,0.0,2.115,129641848.2493607
60,1177063831.638057,1.842362465639739,29420271.80032029,654857079.3963932,0.0,438019.2139702691,[0.],[438019.21397027],381582.1962951648,0.0,0.0,0.0,0.0,0.0,637317956.3267415,407148203.44694084,0.0,0.0,0.0,2.115,132597671.8643749
60,1148841334.82659,1.801964516667676,31187885.73433707,654857079.3963932,-0.0,464336.0634961968,[-0.],[464336.0634962],404508.2253856477,0.0,0.0,0.0,0.0,-0.0,675608972.3869663,431610276.4864861,0.0,0.0,0.0,2.115,41622085.95313778
60,1129401596.013009,1.772443112094205,31295323.76925608,654857079.3963932,0.0,465935.6382358572,[0.],[465935.63823586],405901.7013401965,0.0,0.0,0.0,0.0,0.0,677936353.6331722,433097115.3299897,0.0,0.0,0.0,2.115,18368127.04984633
60,1175071269.019372,1.839311332432775,29414778.23824382,654857079.3963932,0.0,437937.4239120749,[0.],[437937.42391207],381510.9445576943,0.0,0.0,0.0,0.0,0.0,637198951.792069,407072177.84305984,0.0,0.0,0.0,2.115,130800139.3842429
60,1171186248.433784,1.834440275031155,30109952.40023486,654857079.3963932,0.0,448287.418027508,[0.],[448287.41802751],390527.3834723513,0.0,0.0,0.0,0.0,0.0,652258193.2300242,416692718.1649988,0.0,0.0,0.0,2.115,102235337.0387609
60,1129401596.012968,1.772443112094141,31295323.76925498,654857079.3963932,-0.0,465935.6382358406,[-0. -0. -0. -0. -0. -0. -0.],"[    -0.             -0.             -0.             -0.
 465935.63823584     -0.             -0.        ]",405901.7013401821,0.0,0.0,0.0,0.0,-0.0,677936353.6331481,433097115.3299743,0.0,0.0,0.0,2.115,18368127.04984567
