cf,capex[USD],pv_capacity[kW],wind_capacity[kW],pv_capacity1[kW],wind_capacity1[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],pv_capacity_array[kW],wind_capacity_array[kW]
80,1575607802.732519,2e-06,617128.4265148385,,,536836.6474375894,207345.2802376133,0.0,0.0,0.0,0.0022454,897921860.57909,572804702.8159078,18235177.96528973,0.0,0.0,2.115,86645221.938378,[1.e-06 1.e-06],[6.17128427e+05 1.00000000e-06]
