cf,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],pv_capacity_array[kW],wind_capacity_array[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD]
100,3297655411.239458,4.670852125953531,0.0,17825044.3189394,31032273.83577147,4717405.671291448,66698640.00000054,0.0,955766.451417662,[0.],[955766.45141766],829739.9421329269,4580005.506108202,0.0,-1.575030623845008e-10,0.0,0.0,1390640186.8126981,885332518.255833,189978628.3933682,0.0,0.0,2.115,364864116.5399492
