cf,El,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],C_pipe[USD],LCOH-wind,LCOH-el,LCOH-UG,LCOH-pipe-storage,LCOH-trans,LCOH-pipe,pv_capacity_KJ253[kW],pv_capacity_KJ256[kW],pv_capacity_KK255[kW],wind_capacity_KJ253[kW],wind_capacity_KJ256[kW],wind_capacity_KK255[kW]
100,KJ256,2582163192.178175,3.649087441018174,0.0,15069287.28709429,26325729.85727224,0.0,66698640.00000054,0.0,808004.6802731525,703896.520247921,0.0,1044911.545077733,0.0,0.0,0.0,1175646809.797437,751057587.1045316,0.0,539174357.2601103,0.0,2.115,113421807.0954517,2862630.920644666,1.6047745350471367,1.2755657399444449,0.0,0.6323643257594193,0.1330254371420875,0.003357403125086371,0.0,0.0,0.0,381576.0,14484.68027315255,411944.0
