cf,capex[USD],lcoh[USD/kg],fom[USD],hy[kg],pv_capacity[kW],wind_capacity[kW],pv_capacity_array[kW],wind_capacity_array[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD]
50,1261679309.005565,1.973428446860084,30634280.1029893,654857079.3963932,0.0,456093.7907823931,[0.],[456093.79078239],397327.936429624,0.0,0.0,0.0,0.0,0.0,663616465.5883819,423948908.1704088,0.0,0.0,0.0,2.115,174113935.2467746
50,1098383573.298275,1.719886516140553,27896287.55476458,654857079.3963932,0.0,415329.6077738327,[0.],[415329.60777383],361816.0547895636,0.0,0.0,0.0,0.0,0.0,604304579.3109266,386057730.46046436,0.0,0.0,0.0,2.115,108021263.5268845
50,980886526.3650665,1.535302054699812,24516893.16693405,654857079.3963932,0.0,365016.011641898,[0.],[365016.0116419],317985.1635793101,0.0,0.0,0.0,0.0,0.0,531098296.9389616,339290169.5391239,0.0,0.0,0.0,2.115,110498059.8869812
50,957367779.0221809,1.501637097223098,25989904.77861484,654857079.3963932,0.0,386946.7195801731,[0.],[386946.71958017],337090.1878213811,0.0,0.0,0.0,0.0,0.0,563007476.9891518,359675230.4054136,0.0,0.0,0.0,2.115,34685071.62761563
50,941167996.6774828,1.477035926745132,26079436.47437941,654857079.3963932,0.0,388279.6985298712,[0.],[388279.69852987],338251.4177834885,0.0,0.0,0.0,0.0,0.0,564946961.3609625,360914262.7749823,0.0,0.0,0.0,2.115,15306772.54153821
50,979226057.5160942,1.532759443693903,24512315.19853529,654857079.3963932,-0.0,364947.8532600442,[-0.],[364947.85326004],317925.787131396,0.0,0.0,3.411783974532815e-10,0.0,-0.0,530999126.4933643,339226814.8691995,0.0,0.0,0.0,2.115,109000116.1535303
50,975988540.3614237,1.528700229192531,25091627.0001941,654857079.3963932,-0.0,373572.8483562326,[-0.],[373572.84835623],325439.4862269384,0.0,0.0,0.0,0.0,-0.0,543548494.3583184,347243931.80414325,0.0,0.0,0.0,2.115,85196114.19896196
50,941167996.6774946,1.477035926745151,26079436.47437974,654857079.3963932,0.0,388279.6985298759,[0. 0. 0. 0. 0. 0. 0.],"[     0.              0.              0.              0.
 388279.69852988      0.              0.        ]",338251.4177834926,0.0,0.0,0.0,0.0,0.0,564946961.3609694,360914262.7749866,0.0,0.0,0.0,2.115,15306772.5415384
