cf,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],pv_capacity_array[kW],wind_capacity_array[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD]
100,3297655411.239454,4.670852125953526,2.919071308570724e-09,17825044.31893937,31032273.83577143,4717405.671291446,66698640.00000054,2.298481345331279e-10,955766.451417661,[2.29848135e-10],[955766.45141766],829739.9421329261,4580005.5061082,0.0,0.0,0.0,2.580505006403427e-07,1390640186.8126967,885332518.2558321,189978628.39336812,0.0,0.0,2.115,364864116.5399489
