cf,El,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],C_pipe[USD],LCOH-wind,LCOH-el,LCOH-UG,LCOH-pipe-storage,LCOH-trans,LCOH-pipe,pv_capacity_KI253[kW],pv_capacity_KJ253[kW],wind_capacity_KI253[kW],wind_capacity_KJ253[kW]
100,User,2415727170.714055,3.453055393133981,0.0,15072111.95466027,26267577.95086134,0.0,66698640.00000054,0.0,808156.1369791029,702341.6564401429,0.0,809640.6101817763,0.0,0.0,0.0,1175867179.3045948,749398547.4216324,0.0,417774554.8537966,0.0,2.115,72686889.13403068,0.0,1.605075342543436,1.2727480942445022,0.0,0.4899819903195308,0.08524996602651223,0.0,0.0,0.0,469735.2653177801,338420.8716613227
