pipe_storage_level,ug_storage_level,wind_output,curtail_p,bat_pin,el_pin_pvwind,el_pin,comp1_pin,comp2_pin,pipe_storage_hout,ug_storage_hout,comp1_hflow,comp2_hflow,LOAD
0.0,122314.2228616399,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537964,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156074,0.1517899878156074,0.2115
0.0,122860.6668177761,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537966,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,123407.1107739123,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537966,1085.510483593035,224.0420220158366,0.2115,0.0,0.3632899878156074,0.1517899878156074,0.2115
0.0,123953.5547300484,60516.07600808296,0.0,0.0,60516.07600808296,59517.06194294398,877.6500758591485,121.3639892798203,0.2115,0.0,0.2937249249863281,0.08222492498632815,0.2115
0.0,124249.5644599992,61615.27608115166,0.0,0.0,61615.27608115166,60592.56812350689,893.5096974557742,129.1982601889969,0.2115,0.0,0.2990326966050115,0.08753269660501145,0.2115
0.0,124564.6821677773,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537964,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156074,0.1517899878156074,0.2115
0.0,125111.1261239134,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537966,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,125657.5700800496,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537964,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,126204.0140361858,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537964,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156074,0.1517899878156074,0.2115
0.0,126750.457992322,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537966,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,127296.9019484582,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537966,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,127843.3459045943,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537966,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,128389.7898607305,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537964,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156074,0.1517899878156074,0.2115
0.0,128936.2338168667,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537964,1085.510483593035,224.0420220158367,0.2115,0.0,0.3632899878156075,0.1517899878156074,0.2115
0.0,129482.6777730029,65758.01325566019,0.0,0.0,65758.01325566019,64646.00620525012,953.2824772906168,158.7245731194613,0.2115,0.0,0.3190369736581716,0.1075369736581716,0.2115
0.0,129869.8108781723,48157.43685857338,0.0,0.0,48157.43685857338,47424.82039902133,699.3355495388678,33.28091001317568,0.2115,0.0,0.2340480420143466,0.02254804201434666,0.2115
0.0,129950.9838294239,43505.05582365373,0.0,0.0,43505.05582365373,42872.72412466368,632.2094598078577,0.1222391821947524,0.2115,0.0,0.2115828178741157,8.281787411568594e-05,0.2115
0.0,129951.2819737707,46497.92862090018,0.0,0.0,46497.92862090018,45801.08381999275,675.3916167364413,21.45318417101318,0.2115,0.0,0.2260346776226377,0.01453467762263766,0.2115
0.0,130003.6068132122,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537966,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,130550.0507693484,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537964,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,131096.4947254846,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537966,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,131642.9386816208,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537964,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,132189.382637757,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537966,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,132735.8265938931,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537964,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,133282.2705500293,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537966,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156073,0.1517899878156074,0.2115
0.0,133828.7145061655,30071.74226665288,0.0,0.0,30071.74226665288,29634.74263540491,436.9996312479758,0.0,0.1462515499491218,0.06524845005087823,0.1462515499491218,0.0,0.2115
0.0,133593.8200859824,16982.99577109501,0.0,0.0,16982.99577109501,16736.20052978024,246.7952413147796,0.0,0.0825954622874095,0.1289045377125905,0.0825954622874095,0.0,0.2115
0.0,133129.763750217,26152.24956577896,0.0,0.0,26152.24956577896,25772.2076209122,380.041944866751,0.0,0.1271894059125673,0.08431059408743272,0.1271894059125673,0.0,0.2115
0.0,132826.2456115023,74922.48375098853,0.0,0.0,74922.48375098853,73612.93124537964,1085.510483593035,224.0420220158365,0.2115,0.0,0.3632899878156074,0.1517899878156074,0.2115
