Variable,Value
bat_e_3652,0.0
bat_e_3653,0.0
bat_e_3654,0.0
bat_e_3655,0.0
bat_e_3656,0.0
bat_e_3657,0.0
bat_e_3658,0.0
bat_e_3659,0.0
bat_e_366,0.0
bat_e_3660,0.0
bat_e_3661,0.0
bat_e_3662,0.0
bat_e_3663,0.0
bat_e_3664,0.0
bat_e_3665,0.0
bat_e_3666,0.0
bat_e_3667,0.0
bat_e_3668,0.0
bat_e_3669,0.0
bat_e_367,0.0
bat_e_3670,0.0
bat_e_3671,0.0
bat_e_3672,0.0
bat_e_3673,0.0
bat_e_3674,0.0
bat_e_3675,0.0
bat_e_3676,0.0
bat_e_3677,0.0
bat_e_3678,0.0
bat_e_3679,0.0
bat_e_368,0.0
bat_e_3680,0.0
bat_e_3681,0.0
bat_e_3682,0.0
bat_e_3683,0.0
bat_e_3684,0.0
bat_e_3685,0.0
bat_e_3686,0.0
bat_e_3687,0.0
bat_e_3688,0.0
bat_e_3689,0.0
bat_e_369,0.0
bat_e_3690,7.8585783e-11
bat_e_3691,7.8585783e-11
bat_e_3692,0.0
bat_e_3693,0.0
bat_e_3694,0.0
bat_e_3695,0.0
bat_e_3696,0.0
bat_e_3697,0.0
bat_e_3698,0.0
bat_e_3699,0.0
bat_e_37,0.0
bat_e_370,0.0
bat_e_3700,0.0
bat_e_3701,0.0
bat_e_3702,0.0
bat_e_3703,0.0
bat_e_3704,0.0
bat_e_3705,0.0
bat_e_3706,0.0
bat_e_3707,0.0
bat_e_3708,0.0
bat_e_3709,0.0
bat_e_371,0.0
bat_e_3710,0.0
bat_e_3711,0.0
bat_e_3712,0.0
bat_e_3713,0.0
bat_e_3714,0.0
bat_e_3715,0.0
bat_e_3716,0.0
bat_e_3717,0.0
bat_e_3718,0.0
bat_e_3719,0.0
bat_e_372,0.0
bat_e_3720,0.0
bat_e_3721,0.0
bat_e_3722,0.0
bat_e_3723,0.0
bat_e_3724,0.0
bat_e_3725,0.0
bat_e_3726,0.0
bat_e_3727,0.0
bat_e_3728,0.0
bat_e_3729,0.0
bat_e_373,0.0
bat_e_3730,0.0
bat_e_3731,0.0
bat_e_3732,0.0
bat_e_3733,0.0
bat_e_3734,0.0
bat_e_3735,0.0
bat_e_3736,0.0
bat_e_3737,0.0
bat_e_3738,0.0
bat_e_3739,0.0
bat_e_374,0.0
bat_e_3740,0.0
bat_e_3741,0.0
bat_e_3742,0.0
bat_e_3743,0.0
bat_e_3744,0.0
bat_e_3745,0.0
bat_e_3746,0.0
bat_e_3747,0.0
bat_e_3748,0.0
bat_e_3749,0.0
bat_e_375,0.0
bat_e_3750,0.0
bat_e_3751,0.0
bat_e_3752,0.0
bat_e_3753,0.0
bat_e_3754,0.0
bat_e_3755,0.0
bat_e_3756,0.0
bat_e_3757,0.0
bat_e_3758,0.0
bat_e_3759,0.0
bat_e_376,0.0
bat_e_3760,0.0
bat_e_3761,2.9992439e-11
bat_e_3762,0.0
bat_e_3763,3.1696994e-11
bat_e_3764,0.0
bat_e_3765,0.0
bat_e_3766,0.0
bat_e_3767,-5.4282285e-11
bat_e_3768,0.0
bat_e_3769,0.0
bat_e_377,0.0
bat_e_3770,0.0
bat_e_3771,0.0
bat_e_3772,0.0
bat_e_3773,0.0
bat_e_3774,0.0
bat_e_3775,0.0
bat_e_3776,0.0
bat_e_3777,0.0
bat_e_3778,0.0
bat_e_3779,0.0
bat_e_378,0.0
bat_e_3780,0.0
bat_e_3781,0.0
bat_e_3782,0.0
bat_e_3783,0.0
bat_e_3784,0.0
bat_e_3785,0.0
bat_e_3786,0.0
bat_e_3787,0.0
bat_e_3788,0.0
bat_e_3789,0.0
bat_e_379,0.0
bat_e_3790,0.0
bat_e_3791,0.0
bat_e_3792,0.0
bat_e_3793,0.0
bat_e_3794,0.0
bat_e_3795,0.0
bat_e_3796,0.0
bat_e_3797,0.0
bat_e_3798,0.0
bat_e_3799,0.0
bat_e_38,0.0
bat_e_380,0.0
bat_e_3800,0.0
bat_e_3801,0.0
bat_e_3802,0.0
bat_e_3803,0.0
bat_e_3804,0.0
bat_e_3805,0.0
bat_e_3806,0.0
bat_e_3807,0.0
bat_e_3808,0.0
bat_e_3809,0.0
bat_e_381,0.0
bat_e_3810,0.0
bat_e_3811,0.0
bat_e_3812,0.0
bat_e_3813,0.0
bat_e_3814,0.0
bat_e_3815,0.0
bat_e_3816,0.0
bat_e_3817,0.0
bat_e_3818,0.0
bat_e_3819,0.0
bat_e_382,0.0
bat_e_3820,0.0
bat_e_3821,0.0
bat_e_3822,0.0
bat_e_3823,0.0
bat_e_3824,0.0
bat_e_3825,0.0
bat_e_3826,0.0
bat_e_3827,0.0
bat_e_3828,0.0
bat_e_3829,0.0
bat_e_383,0.0
bat_e_3830,0.0
bat_e_3831,0.0
bat_e_3832,0.0
bat_e_3833,0.0
bat_e_3834,0.0
bat_e_3835,0.0
bat_e_3836,0.0
bat_e_3837,0.0
bat_e_3838,0.0
bat_e_3839,0.0
bat_e_384,0.0
bat_e_3840,0.0
bat_e_3841,0.0
bat_e_3842,0.0
bat_e_3843,0.0
bat_e_3844,0.0
bat_e_3845,0.0
bat_e_3846,0.0
bat_e_3847,0.0
bat_e_3848,0.0
bat_e_3849,0.0
bat_e_385,0.0
bat_e_3850,0.0
bat_e_3851,0.0
bat_e_3852,0.0
bat_e_3853,0.0
bat_e_3854,0.0
bat_e_3855,0.0
bat_e_3856,0.0
bat_e_3857,0.0
bat_e_3858,0.0
bat_e_3859,0.0
bat_e_386,0.0
bat_e_3860,0.0
bat_e_3861,0.0
bat_e_3862,0.0
bat_e_3863,0.0
bat_e_3864,0.0
bat_e_3865,0.0
bat_e_3866,0.0
bat_e_3867,0.0
bat_e_3868,0.0
bat_e_3869,0.0
bat_e_387,0.0
bat_e_3870,0.0
bat_e_3871,0.0
bat_e_3872,0.0
bat_e_3873,0.0
bat_e_3874,0.0
bat_e_3875,0.0
bat_e_3876,0.0
bat_e_3877,0.0
bat_e_3878,0.0
bat_e_3879,0.0
bat_e_388,0.0
bat_e_3880,0.0
bat_e_3881,0.0
bat_e_3882,0.0
bat_e_3883,0.0
bat_e_3884,0.0
bat_e_3885,0.0
bat_e_3886,0.0
bat_e_3887,0.0
bat_e_3888,0.0
bat_e_3889,0.0
bat_e_389,0.0
bat_e_3890,0.0
bat_e_3891,0.0
bat_e_3892,0.0
bat_e_3893,0.0
bat_e_3894,0.0
bat_e_3895,0.0
bat_e_3896,0.0
bat_e_3897,0.0
bat_e_3898,0.0
bat_e_3899,0.0
bat_e_39,0.0
bat_e_390,0.0
bat_e_3900,0.0
bat_e_3901,0.0
bat_e_3902,0.0
bat_e_3903,0.0
bat_e_3904,0.0
bat_e_3905,0.0
bat_e_3906,0.0
bat_e_3907,0.0
bat_e_3908,0.0
bat_e_3909,0.0
bat_e_391,0.0
bat_e_3910,0.0
bat_e_3911,0.0
bat_e_3912,0.0
bat_e_3913,0.0
bat_e_3914,0.0
bat_e_3915,0.0
bat_e_3916,0.0
bat_e_3917,0.0
bat_e_3918,0.0
bat_e_3919,0.0
bat_e_392,0.0
bat_e_3920,0.0
bat_e_3921,0.0
bat_e_3922,0.0
bat_e_3923,0.0
bat_e_3924,0.0
bat_e_3925,0.0
bat_e_3926,0.0
bat_e_3927,0.0
bat_e_3928,0.0
bat_e_3929,0.0
bat_e_393,0.0
bat_e_3930,0.0
bat_e_3931,0.0
bat_e_3932,0.0
bat_e_3933,0.0
bat_e_3934,0.0
bat_e_3935,0.0
bat_e_3936,0.0
bat_e_3937,0.0
bat_e_3938,0.0
bat_e_3939,0.0
bat_e_394,0.0
bat_e_3940,0.0
bat_e_3941,0.0
bat_e_3942,0.0
bat_e_3943,0.0
bat_e_3944,0.0
bat_e_3945,0.0
bat_e_3946,0.0
bat_e_3947,0.0
bat_e_3948,0.0
bat_e_3949,0.0
bat_e_395,0.0
bat_e_3950,0.0
bat_e_3951,0.0
bat_e_3952,0.0
bat_e_3953,0.0
bat_e_3954,0.0
bat_e_3955,0.0
bat_e_3956,0.0
bat_e_3957,0.0
bat_e_3958,0.0
bat_e_3959,0.0
bat_e_396,0.0
bat_e_3960,0.0
bat_e_3961,0.0
bat_e_3962,0.0
bat_e_3963,0.0
bat_e_3964,0.0
bat_e_3965,0.0
bat_e_3966,0.0
bat_e_3967,0.0
bat_e_3968,0.0
bat_e_3969,0.0
bat_e_397,0.0
bat_e_3970,0.0
bat_e_3971,0.0
bat_e_3972,0.0
bat_e_3973,0.0
bat_e_3974,0.0
bat_e_3975,0.0
bat_e_3976,0.0
bat_e_3977,0.0
bat_e_3978,0.0
bat_e_3979,0.0
bat_e_398,0.0
bat_e_3980,0.0
bat_e_3981,0.0
bat_e_3982,0.0
bat_e_3983,0.0
bat_e_3984,0.0
bat_e_3985,0.0
bat_e_3986,0.0
bat_e_3987,0.0
bat_e_3988,0.0
bat_e_3989,0.0
bat_e_399,0.0
bat_e_3990,0.0
bat_e_3991,0.0
bat_e_3992,0.0
bat_e_3993,0.0
bat_e_3994,0.0
bat_e_3995,0.0
bat_e_3996,0.0
bat_e_3997,0.0
bat_e_3998,0.0
bat_e_3999,0.0
bat_e_4,0.0
bat_e_40,0.0
bat_e_400,0.0
bat_e_4000,0.0
bat_e_4001,0.0
bat_e_4002,0.0
bat_e_4003,0.0
bat_e_4004,0.0
bat_e_4005,0.0
bat_e_4006,0.0
bat_e_4007,0.0
bat_e_4008,0.0
bat_e_4009,0.0
bat_e_401,0.0
bat_e_4010,0.0
bat_e_4011,0.0
bat_e_4012,0.0
bat_e_4013,0.0
bat_e_4014,0.0
bat_e_4015,0.0
bat_e_4016,0.0
bat_e_4017,0.0
bat_e_4018,0.0
bat_e_4019,0.0
bat_e_402,0.0
bat_e_4020,0.0
bat_e_4021,0.0
bat_e_4022,0.0
bat_e_4023,0.0
bat_e_4024,0.0
bat_e_4025,0.0
bat_e_4026,0.0
bat_e_4027,0.0
bat_e_4028,0.0
bat_e_4029,0.0
bat_e_403,0.0
bat_e_4030,0.0
bat_e_4031,0.0
bat_e_4032,0.0
bat_e_4033,0.0
bat_e_4034,0.0
bat_e_4035,0.0
bat_e_4036,0.0
bat_e_4037,0.0
bat_e_4038,0.0
bat_e_4039,0.0
bat_e_404,0.0
bat_e_4040,0.0
bat_e_4041,0.0
bat_e_4042,0.0
bat_e_4043,0.0
bat_e_4044,0.0
bat_e_4045,0.0
bat_e_4046,0.0
bat_e_4047,0.0
bat_e_4048,0.0
bat_e_4049,0.0
bat_e_405,0.0
bat_e_4050,0.0
bat_e_4051,0.0
bat_e_4052,0.0
bat_e_4053,0.0
bat_e_4054,0.0
bat_e_4055,0.0
bat_e_4056,0.0
bat_e_4057,0.0
bat_e_4058,0.0
bat_e_4059,0.0
bat_e_406,0.0
bat_e_4060,0.0
bat_e_4061,0.0
bat_e_4062,0.0
bat_e_4063,0.0
bat_e_4064,0.0
bat_e_4065,0.0
bat_e_4066,0.0
bat_e_4067,0.0
bat_e_4068,0.0
bat_e_4069,0.0
bat_e_407,0.0
bat_e_4070,0.0
bat_e_4071,0.0
bat_e_4072,0.0
bat_e_4073,0.0
bat_e_4074,0.0
bat_e_4075,0.0
bat_e_4076,0.0
bat_e_4077,0.0
bat_e_4078,0.0
bat_e_4079,0.0
bat_e_408,0.0
bat_e_4080,0.0
bat_e_4081,0.0
bat_e_4082,0.0
bat_e_4083,0.0
bat_e_4084,0.0
bat_e_4085,0.0
bat_e_4086,0.0
bat_e_4087,0.0
bat_e_4088,0.0
bat_e_4089,0.0
bat_e_409,0.0
bat_e_4090,0.0
bat_e_4091,0.0
bat_e_4092,0.0
bat_e_4093,0.0
bat_e_4094,0.0
bat_e_4095,0.0
bat_e_4096,0.0
bat_e_4097,0.0
bat_e_4098,0.0
bat_e_4099,0.0
bat_e_41,0.0
bat_e_410,-2.9247203e-11
bat_e_4100,0.0
bat_e_4101,0.0
bat_e_4102,0.0
bat_e_4103,0.0
bat_e_4104,0.0
bat_e_4105,0.0
bat_e_4106,0.0
bat_e_4107,0.0
bat_e_4108,0.0
bat_e_4109,0.0
bat_e_411,-2.9247203e-11
bat_e_4110,0.0
bat_e_4111,0.0
bat_e_4112,0.0
bat_e_4113,0.0
bat_e_4114,0.0
bat_e_4115,0.0
bat_e_4116,0.0
bat_e_4117,0.0
bat_e_4118,0.0
bat_e_4119,0.0
bat_e_412,-2.9247203e-11
bat_e_4120,0.0
bat_e_4121,0.0
bat_e_4122,0.0
bat_e_4123,0.0
bat_e_4124,0.0
bat_e_4125,0.0
bat_e_4126,0.0
bat_e_4127,0.0
bat_e_4128,0.0
bat_e_4129,0.0
bat_e_413,0.0
bat_e_4130,0.0
bat_e_4131,0.0
bat_e_4132,0.0
bat_e_4133,0.0
bat_e_4134,0.0
bat_e_4135,0.0
bat_e_4136,0.0
bat_e_4137,0.0
bat_e_4138,0.0
bat_e_4139,0.0
bat_e_414,0.0
bat_e_4140,0.0
bat_e_4141,0.0
bat_e_4142,0.0
bat_e_4143,0.0
bat_e_4144,0.0
bat_e_4145,0.0
bat_e_4146,0.0
bat_e_4147,0.0
bat_e_4148,0.0
bat_e_4149,0.0
bat_e_415,0.0
bat_e_4150,0.0
bat_e_4151,0.0
bat_e_4152,0.0
bat_e_4153,0.0
bat_e_4154,0.0
bat_e_4155,0.0
bat_e_4156,0.0
bat_e_4157,0.0
bat_e_4158,0.0
bat_e_4159,0.0
bat_e_416,0.0
bat_e_4160,0.0
bat_e_4161,0.0
bat_e_4162,0.0
bat_e_4163,0.0
bat_e_4164,0.0
bat_e_4165,0.0
bat_e_4166,0.0
bat_e_4167,0.0
bat_e_4168,0.0
bat_e_4169,0.0
bat_e_417,0.0
bat_e_4170,0.0
bat_e_4171,0.0
bat_e_4172,0.0
bat_e_4173,0.0
bat_e_4174,0.0
bat_e_4175,0.0
bat_e_4176,0.0
bat_e_4177,0.0
bat_e_4178,0.0
bat_e_4179,0.0
bat_e_418,0.0
bat_e_4180,0.0
bat_e_4181,0.0
bat_e_4182,0.0
bat_e_4183,0.0
bat_e_4184,0.0
bat_e_4185,0.0
bat_e_4186,0.0
bat_e_4187,0.0
bat_e_4188,0.0
bat_e_4189,0.0
bat_e_419,0.0
bat_e_4190,0.0
bat_e_4191,0.0
bat_e_4192,0.0
bat_e_4193,0.0
bat_e_4194,0.0
bat_e_4195,0.0
bat_e_4196,0.0
bat_e_4197,0.0
bat_e_4198,0.0
bat_e_4199,0.0
bat_e_42,0.0
bat_e_420,0.0
bat_e_4200,0.0
bat_e_4201,3.1696994e-11
bat_e_4202,0.0
bat_e_4203,0.0
bat_e_4204,0.0
bat_e_4205,0.0
bat_e_4206,0.0
bat_e_4207,0.0
bat_e_4208,0.0
bat_e_4209,0.0
bat_e_421,0.0
bat_e_4210,0.0
bat_e_4211,0.0
bat_e_4212,0.0
bat_e_4213,0.0
bat_e_4214,0.0
bat_e_4215,0.0
bat_e_4216,0.0
bat_e_4217,0.0
bat_e_4218,0.0
bat_e_4219,0.0
bat_e_422,0.0
bat_e_4220,-1.4691273e-10
bat_e_4221,-1.4691273e-10
bat_e_4222,0.0
bat_e_4223,0.0
bat_e_4224,0.0
bat_e_4225,0.0
bat_e_4226,0.0
bat_e_4227,0.0
bat_e_4228,0.0
bat_e_4229,0.0
bat_e_423,0.0
bat_e_4230,1.4727632e-10
bat_e_4231,0.0
bat_e_4232,0.0
bat_e_4233,0.0
bat_e_4234,0.0
bat_e_4235,0.0
bat_e_4236,0.0
bat_e_4237,0.0
bat_e_4238,0.0
bat_e_4239,0.0
bat_e_424,0.0
bat_e_4240,0.0
bat_e_4241,0.0
bat_e_4242,0.0
bat_e_4243,0.0
bat_e_4244,0.0
bat_e_4245,0.0
bat_e_4246,0.0
bat_e_4247,0.0
bat_e_4248,0.0
bat_e_4249,0.0
bat_e_425,0.0
bat_e_4250,0.0
bat_e_4251,2.1513655e-10
bat_e_4252,0.0
bat_e_4253,0.0
bat_e_4254,0.0
bat_e_4255,0.0
bat_e_4256,0.0
bat_e_4257,0.0
bat_e_4258,0.0
bat_e_4259,0.0
bat_e_426,0.0
bat_e_4260,0.0
bat_e_4261,0.0
bat_e_4262,0.0
bat_e_4263,0.0
bat_e_4264,0.0
bat_e_4265,0.0
bat_e_4266,0.0
bat_e_4267,0.0
bat_e_4268,0.0
bat_e_4269,3.1696994e-11
bat_e_427,0.0
bat_e_4270,0.0
bat_e_4271,0.0
bat_e_4272,0.0
bat_e_4273,0.0
bat_e_4274,0.0
bat_e_4275,0.0
bat_e_4276,0.0
bat_e_4277,-2.2678616e-10
bat_e_4278,0.0
bat_e_4279,0.0
bat_e_428,0.0
bat_e_4280,0.0
bat_e_4281,0.0
bat_e_4282,0.0
bat_e_4283,0.0
bat_e_4284,0.0
bat_e_4285,0.0
bat_e_4286,0.0
bat_e_4287,0.0
bat_e_4288,0.0
bat_e_4289,0.0
bat_e_429,0.0
bat_e_4290,0.0
bat_e_4291,0.0
bat_e_4292,0.0
bat_e_4293,0.0
bat_e_4294,0.0
bat_e_4295,0.0
bat_e_4296,0.0
bat_e_4297,0.0
bat_e_4298,0.0
bat_e_4299,0.0
bat_e_43,0.0
bat_e_430,0.0
bat_e_4300,0.0
bat_e_4301,0.0
bat_e_4302,0.0
bat_e_4303,0.0
bat_e_4304,0.0
bat_e_4305,0.0
bat_e_4306,0.0
bat_e_4307,0.0
bat_e_4308,0.0
bat_e_4309,0.0
bat_e_431,0.0
bat_e_4310,0.0
bat_e_4311,0.0
bat_e_4312,0.0
bat_e_4313,0.0
bat_e_4314,0.0
bat_e_4315,0.0
bat_e_4316,0.0
bat_e_4317,0.0
bat_e_4318,0.0
bat_e_4319,0.0
bat_e_432,0.0
bat_e_4320,0.0
bat_e_4321,0.0
bat_e_4322,0.0
bat_e_4323,0.0
bat_e_4324,0.0
bat_e_4325,0.0
bat_e_4326,0.0
bat_e_4327,0.0
bat_e_4328,0.0
bat_e_4329,0.0
bat_e_433,0.0
bat_e_4330,0.0
bat_e_4331,0.0
bat_e_4332,0.0
bat_e_4333,0.0
bat_e_4334,0.0
bat_e_4335,0.0
bat_e_4336,0.0
bat_e_4337,0.0
bat_e_4338,0.0
bat_e_4339,0.0
bat_e_434,0.0
bat_e_4340,0.0
bat_e_4341,0.0
bat_e_4342,0.0
bat_e_4343,0.0
bat_e_4344,0.0
bat_e_4345,0.0
bat_e_4346,0.0
bat_e_4347,0.0
bat_e_4348,0.0
bat_e_4349,0.0
bat_e_435,0.0
bat_e_4350,0.0
bat_e_4351,0.0
bat_e_4352,0.0
bat_e_4353,0.0
bat_e_4354,0.0
bat_e_4355,0.0
bat_e_4356,0.0
bat_e_4357,0.0
bat_e_4358,0.0
bat_e_4359,0.0
bat_e_436,0.0
bat_e_4360,0.0
bat_e_4361,0.0
bat_e_4362,0.0
bat_e_4363,0.0
bat_e_4364,0.0
bat_e_4365,0.0
bat_e_4366,0.0
bat_e_4367,0.0
bat_e_4368,0.0
bat_e_4369,0.0
bat_e_437,0.0
bat_e_4370,0.0
bat_e_4371,0.0
bat_e_4372,0.0
bat_e_4373,0.0
bat_e_4374,0.0
bat_e_4375,0.0
bat_e_4376,0.0
bat_e_4377,0.0
bat_e_4378,0.0
bat_e_4379,0.0
bat_e_438,0.0
bat_e_4380,0.0
bat_e_4381,0.0
bat_e_4382,0.0
bat_e_4383,0.0
bat_e_4384,0.0
bat_e_4385,0.0
bat_e_4386,0.0
bat_e_4387,0.0
bat_e_4388,0.0
bat_e_4389,0.0
bat_e_439,0.0
bat_e_4390,0.0
bat_e_4391,0.0
bat_e_4392,0.0
bat_e_4393,0.0
bat_e_4394,0.0
bat_e_4395,0.0
bat_e_4396,0.0
bat_e_4397,0.0
bat_e_4398,0.0
bat_e_4399,0.0
bat_e_44,0.0
bat_e_440,0.0
bat_e_4400,0.0
bat_e_4401,0.0
bat_e_4402,0.0
bat_e_4403,0.0
bat_e_4404,0.0
bat_e_4405,0.0
bat_e_4406,0.0
bat_e_4407,0.0
bat_e_4408,0.0
bat_e_4409,0.0
bat_e_441,0.0
bat_e_4410,0.0
bat_e_4411,0.0
bat_e_4412,0.0
bat_e_4413,0.0
bat_e_4414,0.0
bat_e_4415,0.0
bat_e_4416,0.0
bat_e_4417,0.0
bat_e_4418,0.0
bat_e_4419,0.0
bat_e_442,0.0
bat_e_4420,0.0
bat_e_4421,0.0
bat_e_4422,0.0
bat_e_4423,0.0
bat_e_4424,0.0
bat_e_4425,0.0
bat_e_4426,0.0
bat_e_4427,0.0
bat_e_4428,0.0
bat_e_4429,0.0
bat_e_443,0.0
bat_e_4430,0.0
bat_e_4431,0.0
bat_e_4432,0.0
bat_e_4433,0.0
bat_e_4434,0.0
bat_e_4435,0.0
bat_e_4436,0.0
bat_e_4437,0.0
bat_e_4438,0.0
bat_e_4439,0.0
bat_e_444,0.0
bat_e_4440,0.0
bat_e_4441,0.0
bat_e_4442,0.0
bat_e_4443,0.0
bat_e_4444,0.0
bat_e_4445,0.0
bat_e_4446,0.0
bat_e_4447,0.0
bat_e_4448,0.0
bat_e_4449,0.0
bat_e_445,0.0
bat_e_4450,0.0
bat_e_4451,0.0
bat_e_4452,0.0
bat_e_4453,0.0
bat_e_4454,0.0
bat_e_4455,0.0
bat_e_4456,0.0
bat_e_4457,0.0
bat_e_4458,0.0
bat_e_4459,0.0
bat_e_446,0.0
bat_e_4460,0.0
bat_e_4461,0.0
bat_e_4462,0.0
bat_e_4463,0.0
bat_e_4464,0.0
bat_e_4465,0.0
bat_e_4466,0.0
bat_e_4467,0.0
bat_e_4468,0.0
bat_e_4469,1.8946255e-10
bat_e_447,0.0
bat_e_4470,0.0
bat_e_4471,0.0
bat_e_4472,0.0
bat_e_4473,0.0
bat_e_4474,0.0
bat_e_4475,0.0
bat_e_4476,0.0
bat_e_4477,0.0
bat_e_4478,0.0
bat_e_4479,0.0
bat_e_448,0.0
bat_e_4480,0.0
bat_e_4481,0.0
bat_e_4482,0.0
bat_e_4483,0.0
bat_e_4484,0.0
bat_e_4485,0.0
bat_e_4486,2.3044446e-12
bat_e_4487,0.0
bat_e_4488,0.0
bat_e_4489,0.0
bat_e_449,0.0
bat_e_4490,0.0
bat_e_4491,0.0
bat_e_4492,-8.3132719e-11
bat_e_4493,-8.3132719e-11
bat_e_4494,0.0
bat_e_4495,0.0
bat_e_4496,0.0
bat_e_4497,0.0
bat_e_4498,0.0
bat_e_4499,0.0
bat_e_45,0.0
bat_e_450,0.0
bat_e_4500,0.0
bat_e_4501,0.0
bat_e_4502,0.0
bat_e_4503,0.0
bat_e_4504,0.0
bat_e_4505,0.0
bat_e_4506,0.0
bat_e_4507,0.0
bat_e_4508,0.0
bat_e_4509,0.0
bat_e_451,0.0
bat_e_4510,0.0
bat_e_4511,0.0
bat_e_4512,0.0
bat_e_4513,0.0
bat_e_4514,0.0
bat_e_4515,0.0
bat_e_4516,0.0
bat_e_4517,0.0
bat_e_4518,0.0
bat_e_4519,0.0
bat_e_452,0.0
bat_e_4520,0.0
bat_e_4521,0.0
bat_e_4522,0.0
bat_e_4523,0.0
bat_e_4524,0.0
bat_e_4525,0.0
bat_e_4526,0.0
bat_e_4527,0.0
bat_e_4528,0.0
bat_e_4529,0.0
bat_e_453,0.0
bat_e_4530,0.0
bat_e_4531,0.0
bat_e_4532,0.0
bat_e_4533,0.0
bat_e_4534,0.0
bat_e_4535,0.0
bat_e_4536,0.0
bat_e_4537,0.0
bat_e_4538,0.0
bat_e_4539,0.0
bat_e_454,0.0
bat_e_4540,0.0
bat_e_4541,0.0
bat_e_4542,0.0
bat_e_4543,0.0
bat_e_4544,0.0
bat_e_4545,0.0
bat_e_4546,0.0
bat_e_4547,0.0
bat_e_4548,0.0
bat_e_4549,0.0
bat_e_455,0.0
bat_e_4550,0.0
bat_e_4551,0.0
bat_e_4552,0.0
bat_e_4553,0.0
bat_e_4554,0.0
bat_e_4555,0.0
bat_e_4556,0.0
bat_e_4557,0.0
bat_e_4558,0.0
bat_e_4559,0.0
bat_e_456,0.0
bat_e_4560,0.0
bat_e_4561,0.0
bat_e_4562,0.0
bat_e_4563,0.0
bat_e_4564,0.0
bat_e_4565,0.0
bat_e_4566,0.0
bat_e_4567,0.0
bat_e_4568,0.0
bat_e_4569,0.0
bat_e_457,0.0
bat_e_4570,0.0
bat_e_4571,0.0
bat_e_4572,0.0
bat_e_4573,0.0
bat_e_4574,0.0
bat_e_4575,0.0
bat_e_4576,0.0
bat_e_4577,0.0
bat_e_4578,0.0
bat_e_4579,0.0
bat_e_458,0.0
bat_e_4580,0.0
bat_e_4581,0.0
bat_e_4582,0.0
bat_e_4583,0.0
bat_e_4584,0.0
bat_e_4585,0.0
bat_e_4586,5.7226176e-11
bat_e_4587,0.0
bat_e_4588,0.0
bat_e_4589,0.0
bat_e_459,0.0
bat_e_4590,0.0
bat_e_4591,0.0
bat_e_4592,0.0
bat_e_4593,0.0
bat_e_4594,0.0
bat_e_4595,0.0
bat_e_4596,0.0
bat_e_4597,0.0
bat_e_4598,0.0
bat_e_4599,0.0
bat_e_46,0.0
bat_e_460,0.0
bat_e_4600,0.0
bat_e_4601,2.1780752e-10
bat_e_4602,0.0
bat_e_4603,0.0
bat_e_4604,0.0
bat_e_4605,0.0
bat_e_4606,0.0
bat_e_4607,0.0
bat_e_4608,-2.1780752e-10
bat_e_4609,-2.1780752e-10
bat_e_461,0.0
bat_e_4610,0.0
bat_e_4611,0.0
bat_e_4612,0.0
bat_e_4613,0.0
bat_e_4614,0.0
bat_e_4615,0.0
bat_e_4616,0.0
bat_e_4617,0.0
bat_e_4618,0.0
bat_e_4619,0.0
bat_e_462,0.0
bat_e_4620,0.0
bat_e_4621,0.0
bat_e_4622,0.0
bat_e_4623,0.0
bat_e_4624,0.0
bat_e_4625,0.0
bat_e_4626,0.0
bat_e_4627,0.0
bat_e_4628,0.0
bat_e_4629,0.0
bat_e_463,0.0
bat_e_4630,0.0
bat_e_4631,0.0
bat_e_4632,3.9959224e-11
bat_e_4633,3.9959224e-11
bat_e_4634,0.0
bat_e_4635,0.0
bat_e_4636,0.0
bat_e_4637,0.0
bat_e_4638,0.0
bat_e_4639,0.0
bat_e_464,0.0
bat_e_4640,0.0
bat_e_4641,0.0
bat_e_4642,0.0
bat_e_4643,0.0
bat_e_4644,0.0
bat_e_4645,0.0
bat_e_4646,0.0
bat_e_4647,0.0
bat_e_4648,0.0
bat_e_4649,0.0
bat_e_465,0.0
bat_e_4650,0.0
bat_e_4651,-8.6908313e-11
bat_e_4652,0.0
bat_e_4653,0.0
bat_e_4654,0.0
bat_e_4655,0.0
bat_e_4656,-1.8777265e-10
bat_e_4657,-1.8777265e-10
bat_e_4658,0.0
bat_e_4659,-8.6908313e-11
bat_e_466,0.0
bat_e_4660,-8.6908313e-11
bat_e_4661,0.0
bat_e_4662,0.0
bat_e_4663,0.0
bat_e_4664,0.0
bat_e_4665,0.0
bat_e_4666,0.0
bat_e_4667,0.0
bat_e_4668,0.0
bat_e_4669,0.0
bat_e_467,0.0
bat_e_4670,0.0
bat_e_4671,0.0
bat_e_4672,0.0
bat_e_4673,0.0
bat_e_4674,0.0
bat_e_4675,0.0
bat_e_4676,0.0
bat_e_4677,0.0
bat_e_4678,0.0
bat_e_4679,0.0
bat_e_468,0.0
bat_e_4680,2.2678616e-10
bat_e_4681,0.0
bat_e_4682,0.0
bat_e_4683,-2.9247203e-11
bat_e_4684,-2.9247203e-11
bat_e_4685,-2.9247203e-11
bat_e_4686,0.0
bat_e_4687,0.0
bat_e_4688,0.0
bat_e_4689,0.0
bat_e_469,0.0
bat_e_4690,0.0
bat_e_4691,0.0
bat_e_4692,0.0
bat_e_4693,0.0
bat_e_4694,0.0
bat_e_4695,0.0
