,pv_pout,wind_pout,curtail_p,bat_pin,bat_pout,el_pin,comp1_hflow,comp1_pin,comp2_hflow,comp2_pin,res_hout,pipe_storage_hout,ug_storage_hout,ug_storage_level,pipe_storage_level,reserve_h_level,bat_e,LOAD,t,time
0,-0.0,1775066.2765004,0.0,0.0,1.783684255662212e-10,1744024.617416206,8.607002483018498,25717.72341925927,3.607002483018497,5323.935664935302,0.0,5.0,0.0,3737809.276607749,0.0,-0.0,0.0,5.0,0,2021-01-01 00:00:00
1,-0.0,1775066.2765004,0.0,1.976381446717132e-10,0.0,1744024.617416205,8.607002483018498,25717.72341925927,3.607002483018497,5323.935664935302,0.0,5.0,0.0,3750794.485546615,0.0,-0.0,-1.877562374381276e-10,5.0,1,2021-01-01 01:00:00
2,-0.0,1775066.2765004,0.0,0.0,0.0,1744024.617416206,8.607002483018498,25717.72341925927,3.607002483018497,5323.935664935302,0.0,5.0,0.0,3763779.694485482,0.0,-0.0,0.0,5.0,2,2021-01-01 02:00:00
3,-0.0,1775066.2765004,0.0,0.0,0.0,1744024.617416206,8.607002483018498,25717.72341925927,3.607002483018497,5323.935664935302,0.0,5.0,0.0,3776764.903424349,0.0,-0.0,0.0,5.0,3,2021-01-01 03:00:00
4,-0.0,1775066.2765004,0.0,0.0,0.0,1744024.617416206,8.607002483018498,25717.72341925927,3.607002483018497,5323.935664935302,0.0,5.0,0.0,3789750.112363214,0.0,-0.0,0.0,5.0,4,2021-01-01 04:00:00
5,-0.0,1775066.2765004,0.0,0.0,0.0,1744024.617416206,8.607002483018498,25717.72341925928,3.607002483018501,5323.935664935307,0.0,5.0,0.0,3802735.321302081,0.0,-0.0,0.0,5.0,5,2021-01-01 05:00:00
6,-0.0,1775066.2765004,0.0,0.0,0.0,1744024.617416206,8.607002483018498,25717.72341925927,3.607002483018499,5323.935664935306,0.0,5.0,0.0,3815720.530240947,0.0,-0.0,0.0,5.0,6,2021-01-01 06:00:00
7,-0.0,412518.5110509195,0.0,0.0,0.0,406523.8322054533,2.006251286969947,5994.678845466201,0.0,0.0,0.0,2.006251286969947,2.993748713030053,3828705.739179814,0.0,-0.0,0.0,5.0,7,2021-01-01 07:00:00
8,-0.0,194887.0811328522,0.0,0.0,0.0,192055.001041354,0.9478179690422149,2832.080091498138,0.0,0.0,0.0,0.947817969042215,4.052182030957785,3817928.243812906,0.0,-0.0,0.0,5.0,8,2021-01-01 08:00:00
9,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3803340.388501457,0.0,-0.0,0.0,5.0,9,2021-01-01 09:00:00
