,pv_pout,wind_pout,curtail_p,bat_pin,bat_pout,el_pin,comp1_hflow,comp1_pin,comp2_hflow,comp2_pin,res_hout,pipe_storage_hout,ug_storage_hout,ug_storage_level,pipe_storage_level,reserve_h_level,bat_e,LOAD,t,time
0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2065379.698688558,0.0,-0.0,0.0,5.0,0,2021-01-01 00:00:00
1,-0.0,345629.3307436174,0.0,0.0,0.0,340606.6789549667,1.680941026991517,5022.651788650652,0.0,0.0,0.0,1.680941026991517,3.319058973008484,2047379.698688559,0.0,-0.0,0.0,5.0,1,2021-01-01 01:00:00
2,-0.0,310456.2685135861,0.0,0.0,0.0,305944.748241297,1.509879609199857,4511.520272289175,0.0,0.0,0.0,1.509879609199858,3.490120390800142,2035431.086385728,0.0,-0.0,0.0,5.0,2,2021-01-01 02:00:00
3,-0.0,433993.7799394887,0.0,0.0,0.0,427687.0245770704,2.110694565735683,6306.755362418222,0.0,0.0,0.0,2.110694565735683,2.889305434264317,2022866.652978848,0.0,-0.0,0.0,5.0,3,2021-01-01 03:00:00
4,-0.0,338210.4832971087,0.0,0.0,0.0,333295.6414773538,1.64486004677205,4914.841819754887,0.0,0.0,0.0,1.64486004677205,3.35513995322795,2012465.153415496,0.0,-0.0,0.0,5.0,4,2021-01-01 04:00:00
5,-0.0,366137.8243423033,0.0,0.0,0.0,360817.1451211012,1.780682470281802,5320.679221202025,0.0,0.0,0.0,1.780682470281802,3.219317529718198,2000386.649583875,0.0,-0.0,0.0,5.0,5,2021-01-01 05:00:00
6,-0.0,189209.4745864879,0.0,0.0,0.0,186459.9009206279,0.9202053767938486,2749.57366586002,0.0,0.0,0.0,0.9202053767938486,4.079794623206151,1988797.10647689,0.0,-0.0,0.0,5.0,6,2021-01-01 06:00:00
7,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1974109.845833348,0.0,-0.0,0.0,5.0,7,2021-01-01 07:00:00
8,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1956109.845833348,0.0,-0.0,0.0,5.0,8,2021-01-01 08:00:00
9,-0.0,620402.6972204377,0.0,0.0,0.0,611387.0656183,3.017279652656585,9015.631602137875,0.0,0.0,0.0,3.017279652656584,1.982720347343416,1938109.845833348,0.0,-0.0,0.0,5.0,9,2021-01-01 09:00:00
