,pv_pout,wind_pout,curtail_p,bat_pin,bat_pout,el_pin,comp1_hflow,comp1_pin,comp2_hflow,comp2_pin,res_hout,pipe_storage_hout,ug_storage_hout,ug_storage_level,pipe_storage_level,reserve_h_level,bat_e,LOAD,t,time
2006,-0.0,1329276.496460908,0.0,0.0,0.0,1307844.093586962,6.454391324808752,19285.72127852855,1.454391324808751,2146.681595417717,0.0,5.0,0.0,2151357.129249073,0.0,-0.0,0.0,5.0,2006,2021-03-25 14:00:00
2007,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271658,4344.764633500967,0.0,4.999999999999999,3.736093469862943e-16,2156592.938018384,0.0,-0.0,0.0,5.0,2007,2021-03-25 15:00:00
2008,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271659,23735.49913611172,2.94360747527166,4344.76463350097,0.0,5.0,0.0,2167189.924929363,0.0,-0.0,0.0,5.0,2008,2021-03-25 16:00:00
2009,-0.0,1637682.09847323,0.0,0.0,1.613246115505297e-10,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271695,4344.764633501022,0.0,5.0,0.0,2177786.911840341,0.0,-0.0,1.69815380579505e-10,5.0,2009,2021-03-25 17:00:00
2010,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271645,4344.764633500949,0.0,5.0,0.0,2188383.898751318,-1.357410691861398e-10,-0.0,0.0,5.0,2010,2021-03-25 18:00:00
2011,-0.0,1637682.09847323,0.0,0.0,-2.267720905315318e-11,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271631,4344.764633500928,0.0,5.0,0.0,2198980.885662297,-9.441181988696656e-11,-0.0,0.0,5.0,2011,2021-03-25 19:00:00
2012,-0.0,1637682.09847323,0.0,0.0,2.267720905315321e-11,1609601.834703617,7.943607475271659,23735.49913611172,2.943607475271659,4344.764633500969,0.0,5.0,0.0,2209577.872573274,0.0,-0.0,2.387074637174018e-11,5.0,2012,2021-03-25 20:00:00
2013,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271659,23735.49913611172,2.943607475271658,4344.764633500968,0.0,5.0,0.0,2220174.859484253,0.0,-0.0,0.0,5.0,2013,2021-03-25 21:00:00
2014,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271645,4344.764633500949,0.0,5.0,0.0,2230771.846395231,0.0,-0.0,0.0,5.0,2014,2021-03-25 22:00:00
2015,-0.0,1637682.09847323,0.0,0.0,3.438177483704743e-11,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271669,4344.764633500984,0.0,5.0,0.0,2241368.833306209,4.132924929917309e-11,-0.0,3.61913419337342e-11,5.0,2015,2021-03-25 23:00:00
2016,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271659,23735.49913611172,2.943607475271658,4344.764633500968,0.0,5.0,0.0,2251965.820217187,0.0,-0.0,0.0,5.0,2016,2021-03-26 00:00:00
2017,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271659,23735.49913611172,2.943607475271658,4344.764633500968,0.0,5.0,0.0,2262562.807128165,0.0,-0.0,0.0,5.0,2017,2021-03-26 01:00:00
2018,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271645,4344.764633500949,0.0,5.000000000000012,-1.173532949796602e-14,2273159.794039143,0.0,-0.0,0.0,5.0,2018,2021-03-26 02:00:00
2019,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271645,4344.764633500949,0.0,5.000000000000012,-1.173532949796602e-14,2283756.780950121,0.0,-0.0,0.0,5.0,2019,2021-03-26 03:00:00
2020,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611172,2.943607475271657,4344.764633500967,0.0,5.0,0.0,2294353.767861099,0.0,-0.0,0.0,5.0,2020,2021-03-26 04:00:00
2021,-0.0,1449695.194311835,0.0,0.0,0.0,1425667.096848274,7.035864127141791,21023.16201189968,2.035864127141792,3004.935451661285,0.0,5.0,0.0,2304950.754772078,0.0,-0.0,0.0,5.0,2021,2021-03-26 05:00:00
2022,-0.0,1168794.458652888,0.0,0.0,0.0,1150821.338803114,5.679462331938662,16970.23344783272,0.679462331938662,1002.886401941465,0.0,5.0,0.0,2312279.865629788,0.0,-0.0,0.0,5.0,2022,2021-03-26 06:00:00
2023,-0.0,1561939.493841232,0.0,0.0,0.0,1535491.905665653,7.577864734672571,22642.65982720164,2.577864734672571,3804.928348376715,0.0,5.0,0.0,2314725.930024768,0.0,-0.0,0.0,5.0,2023,2021-03-26 07:00:00
2024,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271659,4344.764633500968,0.0,5.0,0.0,2324006.243069589,0.0,-0.0,0.0,5.0,2024,2021-03-26 08:00:00
2025,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271659,23735.49913611171,2.943607475271526,4344.764633500772,0.0,5.00000000000013,-1.294183716940989e-13,2334603.229980567,-5.86151102583996e-12,-0.0,0.0,5.0,2025,2021-03-26 09:00:00
2026,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271659,23735.49913611171,2.943607475271591,4344.764633500868,0.0,5.0,0.0,2345200.216891545,0.0,-0.0,0.0,5.0,2026,2021-03-26 10:00:00
2027,-0.0,258963.049193341,0.0,0.0,0.0,255199.8233715423,1.259446392837561,3763.225821798631,0.0,0.0,0.0,1.259446392837627,3.740553607162372,2355797.203802523,2.397060389866954e-10,-0.0,0.0,5.0,2027,2021-03-26 11:00:00
2028,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2342331.210816738,0.0,-0.0,0.0,5.0,2028,2021-03-26 12:00:00
2029,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2324331.210816738,0.0,-0.0,0.0,5.0,2029,2021-03-26 13:00:00
2030,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2306331.210816738,0.0,-0.0,0.0,5.0,2030,2021-03-26 14:00:00
2031,-0.0,41105.93786480065,0.0,0.0,0.0,40508.59037725784,0.1999154911455195,597.3474875428124,0.0,0.0,0.0,0.1999154911455195,4.800084508854481,2288331.210816737,0.0,-0.0,0.0,5.0,2031,2021-03-26 15:00:00
2032,-0.0,606441.4392053533,0.0,0.0,0.0,597628.6912456146,2.949380173941977,8812.747959738628,0.0,0.0,0.0,2.949380173941977,2.050619826058023,2271050.906584861,0.0,-0.0,0.0,5.0,2032,2021-03-26 16:00:00
2033,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271659,4344.764633500968,0.0,5.0,0.0,2263668.675211053,0.0,-0.0,0.0,5.0,2033,2021-03-26 17:00:00
2034,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271659,23735.49913611172,2.943607475271658,4344.764633500968,0.0,5.0,0.0,2274265.662122031,0.0,-0.0,0.0,5.0,2034,2021-03-26 18:00:00
2035,-0.0,1637682.09847323,0.0,0.0,2.267720905315321e-11,1609601.834703617,7.943607475271659,23735.49913611172,2.943607475271659,4344.764633500969,0.0,5.0,0.0,2284862.649033009,0.0,-0.0,2.387074637174018e-11,5.0,2035,2021-03-26 19:00:00
2036,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271667,4344.764633500979,0.0,5.0,0.0,2295459.635943988,0.0,-0.0,0.0,5.0,2036,2021-03-26 20:00:00
2037,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271646,4344.764633500949,0.0,5.0,0.0,2306056.622854965,-3.454234589229137e-11,-0.0,0.0,5.0,2037,2021-03-26 21:00:00
2038,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271645,4344.764633500949,0.0,5.000000000000012,-1.173532949796602e-14,2316653.609765944,0.0,-0.0,0.0,5.0,2038,2021-03-26 22:00:00
2039,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271659,23735.49913611172,2.943607475271658,4344.764633500968,0.0,5.0,0.0,2327250.596676921,0.0,-0.0,0.0,5.0,2039,2021-03-26 23:00:00
2040,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271659,23735.49913611172,2.943607475271658,4344.764633500968,0.0,5.0,0.0,2337847.583587899,0.0,-0.0,0.0,5.0,2040,2021-03-27 00:00:00
2041,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271659,23735.49913611172,2.943607475271658,4344.764633500968,0.0,5.0,0.0,2348444.570498878,0.0,-0.0,0.0,5.0,2041,2021-03-27 01:00:00
2042,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271645,4344.764633500949,0.0,5.0,0.0,2359041.557409856,0.0,-0.0,0.0,5.0,2042,2021-03-27 02:00:00
2043,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271668,4344.764633500983,0.0,5.0,0.0,2369638.544320834,4.132924929917309e-11,-0.0,0.0,5.0,2043,2021-03-27 03:00:00
2044,-0.0,1637682.09847323,0.0,0.0,0.0,1609601.834703617,7.943607475271658,23735.49913611171,2.943607475271645,4344.764633500949,0.0,5.000000000000012,-1.173532949796602e-14,2380235.531231812,0.0,-0.0,0.0,5.0,2044,2021-03-27 04:00:00
