,pv_pout,wind_pout,curtail_p,bat_pin,bat_pout,el_pin,comp1_hflow,comp1_pin,comp2_hflow,comp2_pin,res_hout,pipe_storage_hout,ug_storage_hout,ug_storage_level,pipe_storage_level,reserve_h_level,bat_e,LOAD,t,time
0,-0.0,1646466.621892496,0.0,0.0,0.0,1618197.002646378,7.986025816782743,23862.24514054683,2.986025816782742,4407.374105571328,0.0,5.0,0.0,6592860.968952815,0.0,-0.0,-1.528743008787848e-10,5.0,0,2021-01-01 00:00:00
1,-0.0,1646466.621892496,0.0,9.808199166432312e-12,0.0,1618197.002646378,7.986025816782742,23862.24514054683,2.986025816782742,4407.374105571327,0.0,5.0,0.0,6603610.661893233,0.0,-0.0,-1.528743008787848e-10,5.0,1,2021-01-01 01:00:00
2,-0.0,1646466.621892496,0.0,0.0,-9.728369247723023e-13,1618197.002646378,7.986025816782743,23862.24514054684,2.986025816782742,4407.374105571329,0.0,5.0,0.0,6614360.35483365,0.0,-0.0,-1.435565116706741e-10,5.0,2,2021-01-01 02:00:00
3,-0.0,1646466.621892496,0.0,0.0,-9.728369247723023e-13,1618197.002646378,7.986025816782743,23862.24514054684,2.986025816782742,4407.374105571329,0.0,5.0,0.0,6625110.047774068,0.0,-0.0,-1.425324728024926e-10,5.0,3,2021-01-01 03:00:00
4,-0.0,1636423.224547208,0.0,0.0,-1.344330122375956e-10,1608370.096532234,7.937528677189535,23717.33568744233,2.937528677189533,4335.792327531752,0.0,5.0,0.0,6635859.740714486,0.0,-0.0,-1.415084339343111e-10,5.0,4,2021-01-01 04:00:00
5,231395.0444108284,1611398.195287197,196326.6178055296,0.0,0.0,1618197.002646377,7.986025816782742,23862.24514054683,2.986025816782742,4407.374105571328,0.0,5.0,0.0,6646434.843952369,0.0,-0.0,0.0,5.0,5,2021-01-01 05:00:00
6,544782.644784026,1137063.315424153,35379.33831568314,0.0,0.0,1618197.002646378,7.986025816782742,23862.24514054683,2.986025816782742,4407.374105571328,0.0,5.0,0.0,6657184.536892787,0.0,-0.0,0.0,5.0,6,2021-01-01 06:00:00
7,623999.1134104854,353873.5958991433,0.0,0.0,0.0,963662.3582901722,4.75580690075522,14210.3510194566,0.0,0.0,0.0,4.75580690075522,0.2441930992447799,6667934.229833204,0.0,-0.0,0.0,5.0,7,2021-01-01 07:00:00
8,628073.4298240704,266202.3547748005,0.0,0.0,0.0,881280.2559514649,4.34923984183605,12995.52864740612,0.0,0.0,0.0,4.34923984183605,0.6507601581639497,6667055.134675923,0.0,-0.0,0.0,5.0,8,2021-01-01 08:00:00
9,628073.4298240704,463207.904268508,0.0,0.0,0.0,1074979.054416599,5.305170178310904,15851.84849279299,0.3051701783109059,450.431183186897,0.0,5.0,0.0,6664712.398106532,0.0,-0.0,0.0,5.0,9,2021-01-01 09:00:00
10,628073.4298240705,430403.543319195,0.0,0.0,0.0,1042881.810416327,5.146765843848202,15378.53634141843,0.1467658438482015,216.6263855199454,0.0,5.0,0.0,6665811.010748452,0.0,-0.0,0.0,5.0,10,2021-01-01 10:00:00
11,628073.4298240704,588100.8760164761,0.0,0.0,0.0,1197179.886016627,5.908248168440769,17653.84552730102,0.9082481684407695,1340.574296618576,0.0,5.0,0.0,6666339.367786303,0.0,-0.0,0.0,5.0,11,2021-01-01 11:00:00
12,616887.4308529048,371588.8809068695,0.0,0.0,0.0,974111.8702217331,4.807376686091464,14364.44153804129,0.0,0.0,0.0,4.807376686091462,0.1926233139085384,6669609.061192692,0.0,-0.0,0.0,5.0,12,2021-01-01 12:00:00
13,594915.5160854546,325453.83594206,0.0,0.0,0.0,906994.6341983461,4.476143851796687,13374.7178291685,0.0,0.0,0.0,4.476143851796687,0.5238561482033128,6668915.61726262,0.0,-0.0,0.0,5.0,13,2021-01-01 13:00:00
14,491530.7577110752,194295.8763243603,0.0,0.0,0.0,675860.2681522763,3.33546381631834,9966.3658831592,0.0,0.0,0.0,3.33546381631834,1.66453618368166,6667029.735129088,0.0,-0.0,0.0,5.0,14,2021-01-01 14:00:00
15,272930.2099336896,143450.9881018219,0.0,0.0,0.0,410330.3869988032,2.025037160879598,6050.81103670824,0.0,0.0,0.0,2.025037160879598,2.974962839120402,6661037.404867834,0.0,-0.0,0.0,5.0,15,2021-01-01 15:00:00
16,192260.377937254,242816.2834521888,0.0,0.0,0.0,428754.1696992083,2.115961074375675,6322.491690234519,0.0,0.0,0.0,2.115961074375675,2.884038925624326,6650327.538647002,0.0,-0.0,0.0,5.0,16,2021-01-01 16:00:00
17,50541.11943906239,566022.6999959459,0.0,0.0,0.0,607603.9740311479,2.998609572911756,8959.845403860327,0.0,0.0,0.0,2.998609572911755,2.001390427088245,6639944.998514754,0.0,-0.0,0.0,5.0,17,2021-01-01 17:00:00
18,-0.0,1340427.793556475,0.0,0.0,0.0,1318755.018032311,6.508238244660306,19446.615875045,1.508238244660305,2226.159649118611,0.0,5.0,0.0,6632739.992977235,0.0,-0.0,0.0,5.0,18,2021-01-01 18:00:00
19,-0.0,1646466.621892496,0.0,0.0,0.0,1618197.002646378,7.986025816782743,23862.24514054683,2.986025816782747,4407.374105571334,0.0,5.0,0.0,6638169.650658012,0.0,-0.0,0.0,5.0,19,2021-01-01 19:00:00
20,-0.0,1646466.621892496,0.0,0.0,0.0,1618197.002646378,7.986025816782744,23862.24514054684,2.986025816782741,4407.374105571326,0.0,5.0,0.0,6648919.343598431,-1.129920971365684e-11,-0.0,0.0,5.0,20,2021-01-01 20:00:00
21,-0.0,1338638.262651851,0.0,0.0,0.0,1317004.061500023,6.499597032219516,19420.79593227191,1.499597032219516,2213.405219556006,0.0,5.0,0.0,6659669.03653885,0.0,-0.0,0.0,5.0,21,2021-01-01 21:00:00
22,-0.0,1056639.133169142,0.0,0.0,0.0,1041083.586144437,5.137891358580837,15352.01937943954,0.1378913585808359,203.5276452653138,0.0,5.0,0.0,6665067.58585484,0.0,-0.0,0.0,5.0,22,2021-01-01 22:00:00
23,-0.0,1133755.075422595,0.0,0.0,0.0,1116537.249718145,5.510265614796256,16464.67365701122,0.5102656147962573,753.1520474392757,0.0,5.0,0.0,6665563.994745729,0.0,-0.0,0.0,5.0,23,2021-01-01 23:00:00
24,-0.0,1646466.621892496,0.0,0.0,0.0,1618197.002646378,7.986025816782743,23862.24514054683,2.986025816782742,4407.374105571328,0.0,5.0,0.0,6667400.950958997,0.0,-0.0,0.0,5.0,24,2021-01-02 00:00:00
25,-0.0,1646466.621892496,0.0,0.0,0.0,1618197.002646378,7.986025816782743,23862.24514054683,2.986025816782742,4407.374105571329,0.0,5.0,0.0,6678150.643899414,0.0,-0.0,0.0,5.0,25,2021-01-02 01:00:00
26,-0.0,1588024.812370791,0.0,0.0,0.0,1561014.940086648,7.703824436411828,23019.02741599854,2.703824436411827,3990.844868143856,0.0,5.0,0.0,6688900.336839831,0.0,-0.0,0.0,5.0,26,2021-01-02 02:00:00
27,-0.0,1646466.621892496,0.0,0.0,0.0,1618197.002646378,7.986025816782743,23862.24514054683,2.986025816782742,4407.374105571329,0.0,5.0,0.0,6698634.104810914,0.0,-0.0,0.0,5.0,27,2021-01-02 03:00:00
28,-0.0,1646466.621892496,0.0,0.0,0.0,1618197.002646378,7.986025816782743,23862.24514054683,2.986025816782742,4407.374105571328,0.0,5.0,0.0,6709383.797751333,0.0,-0.0,0.0,5.0,28,2021-01-02 04:00:00
29,206761.351786006,1646466.621892496,206761.3517860061,0.0,0.0,1618197.002646378,7.986025816782743,23862.24514054683,2.986025816782742,4407.374105571329,0.0,5.0,0.0,6720133.49069175,0.0,-0.0,0.0,5.0,29,2021-01-02 05:00:00
30,498079.0578387211,698149.7511885489,0.0,0.0,0.0,1177664.325908276,5.811936182570451,17366.06531352051,0.8119361825704511,1198.417805473986,0.0,5.0,0.0,6730883.183632168,0.0,-0.0,0.0,5.0,30,2021-01-02 06:00:00
31,598181.5011865249,278945.879882932,0.0,0.0,0.0,864381.0513528074,4.265839931944198,12746.32971664926,0.0,0.0,0.0,4.265839931944198,0.7341600680558021,6733806.153889422,0.0,-0.0,0.0,5.0,31,2021-01-02 07:00:00
32,628073.4298240704,174612.5496696545,0.0,0.0,0.0,791021.4249781838,3.903800038668419,11664.55451554124,0.0,0.0,0.0,3.903800038668419,1.096199961331582,6731163.177644421,0.0,-0.0,0.0,5.0,32,2021-01-02 08:00:00
33,628073.4298240704,141557.0397626412,0.0,0.0,0.0,758446.2745233097,3.743037169813288,11184.1950634021,0.0,0.0,0.0,3.743037169813288,1.256962830186712,6727216.857783628,0.0,-0.0,0.0,5.0,33,2021-01-02 09:00:00
34,585338.0147765661,120231.7285782296,0.0,0.0,0.0,695316.4725289249,3.431482873450701,10253.27082587069,0.0,0.0,0.0,3.431482873450701,1.568517126549299,6722691.791594955,0.0,-0.0,0.0,5.0,34,2021-01-02 10:00:00
35,442859.4147423755,181855.476076415,0.0,0.0,0.0,615636.5948390572,3.038251666577412,9078.295979733306,0.0,0.0,0.0,3.038251666577412,1.961748333422589,6717045.129939378,0.0,-0.0,0.0,5.0,35,2021-01-02 11:00:00
36,276090.050518975,99942.03579575544,0.0,0.0,0.0,370567.6246417143,1.828802434075014,5464.461673016142,0.0,0.0,0.0,1.828802434075014,3.171197565924985,6709982.835939057,0.0,-0.0,0.0,5.0,36,2021-01-02 12:00:00
37,224193.5472629685,78732.4917670485,0.0,0.0,0.0,298523.9473195435,1.473256931216021,4402.09171047347,0.0,0.0,0.0,1.473256931216021,3.52674306878398,6698566.524701728,0.0,-0.0,0.0,5.0,37,2021-01-02 13:00:00
