,pv_pout,wind_pout,curtail_p,bat_pin,bat_pout,el_pin,comp1_hflow,comp1_pin,comp2_hflow,comp2_pin,res_hout,pipe_storage_hout,ug_storage_hout,ug_storage_level,pipe_storage_level,reserve_h_level,bat_e,LOAD,t,time
0,-0.0,1848929.233328335,0.0,0.0,-2.199948634865084e-11,1816295.415544264,8.963668858438975,26783.44254901566,3.963668858438974,5850.375235055926,0.0,5.0,0.0,2434759.19208275,0.0,-0.0,-2.315735405121127e-11,5.0,0,2021-01-01 00:00:00
1,-0.0,1848929.233328335,0.0,0.0,-1.172259134468137e-10,1816295.415544264,8.963668858438977,26783.44254901567,3.963668858438977,5850.37523505593,0.0,5.0,0.0,2449028.399973129,0.0,-0.0,0.0,5.0,1,2021-01-01 01:00:00
2,-0.0,1848929.233328335,0.0,0.0,-2.405279285576889e-11,1816295.415544264,8.963668858438975,26783.44254901565,3.963668858438977,5850.37523505593,0.0,5.0,0.0,2463297.60786351,0.0,-0.0,1.23395698365067e-10,5.0,2,2021-01-01 02:00:00
3,-0.0,1848929.233328335,0.0,0.0,1.412787063025826e-10,1816295.415544264,8.963668858438975,26783.44254901566,3.963668858438978,5850.375235055932,0.0,5.0,0.0,2477566.81575389,0.0,-0.0,1.487144276869291e-10,5.0,3,2021-01-01 03:00:00
4,-0.0,1848929.233328335,0.0,0.0,0.0,1816295.415544264,8.963668858438977,26783.44254901566,3.963668858438975,5850.375235055929,0.0,5.0,0.0,2491836.02364427,0.0,-0.0,0.0,5.0,4,2021-01-01 04:00:00
5,-0.0,1848929.233328335,0.0,0.0,0.0,1816295.415544264,8.963668858438973,26783.44254901565,3.963668858438976,5850.375235055929,0.0,5.0,0.0,2506105.23153465,0.0,-0.0,0.0,5.0,5,2021-01-01 05:00:00
6,-0.0,1848929.233328335,0.0,0.0,0.0,1816295.415544264,8.963668858438975,26783.44254901566,3.963668858438974,5850.375235055926,0.0,5.0,0.0,2520374.43942503,0.0,-0.0,0.0,5.0,6,2021-01-01 06:00:00
7,-0.0,1848929.233328335,0.0,0.0,0.0,1816295.415544264,8.963668858438975,26783.44254901566,3.963668858438977,5850.375235055931,0.0,5.0,0.0,2534643.64731541,0.0,-0.0,1.487144276869291e-10,5.0,7,2021-01-01 07:00:00
8,-0.0,808327.8955621201,0.0,0.0,0.0,796581.3532714923,3.931239053088301,11746.54229062784,0.0,0.0,0.0,3.9312390530883,1.0687609469117,2548912.855205791,0.0,-0.0,1.487144276869291e-10,5.0,8,2021-01-01 08:00:00
9,-0.0,258462.9614385737,0.0,0.0,0.0,254707.0028433457,1.257014255431063,3755.958595228016,0.0,0.0,0.0,1.257014255431063,3.742985744568937,2545065.315796908,0.0,-0.0,1.487144276869291e-10,5.0,9,2021-01-01 09:00:00
10,-0.0,48371.43567313177,0.0,0.0,1.412787063025826e-10,47668.50667870731,0.2352506674781099,702.9289944245925,0.0,0.0,0.0,0.2352506674781099,4.76474933252189,2531590.56711646,0.0,-0.0,1.487144276869291e-10,5.0,10,2021-01-01 10:00:00
11,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2514437.469519382,0.0,-0.0,0.0,5.0,11,2021-01-01 11:00:00
12,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2496437.469519382,0.0,-0.0,0.0,5.0,12,2021-01-01 12:00:00
13,-0.0,785895.7122865554,0.0,0.0,0.0,774475.1522995994,3.822141896571627,11420.55998695602,0.0,0.0,0.0,3.822141896571626,1.177858103428373,2478437.469519381,0.0,-0.0,0.0,5.0,13,2021-01-01 13:00:00
14,-0.0,767103.5421774643,0.0,0.0,-1.412787063025826e-10,755956.0681771864,3.730747657388822,11147.4740002778,0.0,0.0,0.0,3.730747657388822,1.269252342611179,2474197.180347039,0.0,-0.0,0.0,5.0,14,2021-01-01 14:00:00
15,-0.0,1633350.33428191,0.0,0.0,0.0,1605363.444191598,7.922690432417641,23672.99901206392,2.922690432417642,4313.89107824844,0.0,5.0,0.0,2469627.871913638,0.0,-0.0,1.487144276869291e-10,5.0,15,2021-01-01 15:00:00
16,-0.0,1805203.0612661,0.0,0.0,0.0,1773511.786378373,8.752525736497892,26152.5469006557,3.752525736497892,5538.727987070887,0.0,5.0,0.0,2480149.557470343,0.0,-0.0,1.487144276869291e-10,5.0,16,2021-01-01 16:00:00
17,-0.0,1443433.753554181,0.0,-1.565415028283464e-10,0.0,1419540.625062947,7.005629142301627,20932.81987719726,2.005629142301627,2960.308614037202,0.0,5.0,0.0,2493658.650121735,0.0,-0.0,1.487144276869291e-10,5.0,17,2021-01-01 17:00:00
