cf,El,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],C_pipe[USD],LCOH-wind,LCOH-el,LCOH-UG,LCOH-pipe-storage,LCOH-trans,LCOH-pipe,pv_capacity_HD197[kW],pv_capacity_HD198[kW],pv_capacity_HD199[kW],pv_capacity_HD200[kW],pv_capacity_HD201[kW],pv_capacity_HD202[kW],pv_capacity_HE197[kW],pv_capacity_HE198[kW],pv_capacity_HE199[kW],pv_capacity_HE200[kW],pv_capacity_HE201[kW],pv_capacity_HE202[kW],pv_capacity_HF197[kW],pv_capacity_HF198[kW],pv_capacity_HF199[kW],pv_capacity_HF200[kW],pv_capacity_HF201[kW],pv_capacity_HF202[kW],pv_capacity_HG197[kW],pv_capacity_HG198[kW],pv_capacity_HG199[kW],pv_capacity_HG200[kW],pv_capacity_HG201[kW],pv_capacity_HG202[kW],pv_capacity_HH197[kW],pv_capacity_HH198[kW],pv_capacity_HH199[kW],pv_capacity_HH200[kW],pv_capacity_HH201[kW],pv_capacity_HH202[kW],pv_capacity_HI197[kW],pv_capacity_HI198[kW],pv_capacity_HI199[kW],pv_capacity_HI200[kW],pv_capacity_HI201[kW],pv_capacity_HI202[kW],pv_capacity_HJ197[kW],pv_capacity_HJ198[kW],pv_capacity_HJ199[kW],pv_capacity_HJ200[kW],pv_capacity_HJ201[kW],pv_capacity_HK197[kW],pv_capacity_HK198[kW],pv_capacity_HK199[kW],pv_capacity_HK200[kW],pv_capacity_HL197[kW],pv_capacity_HL198[kW],pv_capacity_HL199[kW],pv_capacity_HL200[kW],pv_capacity_HM197[kW],pv_capacity_HM198[kW],pv_capacity_HM199[kW],pv_capacity_HN197[kW],pv_capacity_HN198[kW],pv_capacity_HO197[kW],pv_capacity_HO198[kW],wind_capacity_HD197[kW],wind_capacity_HD198[kW],wind_capacity_HD199[kW],wind_capacity_HD200[kW],wind_capacity_HD201[kW],wind_capacity_HD202[kW],wind_capacity_HE197[kW],wind_capacity_HE198[kW],wind_capacity_HE199[kW],wind_capacity_HE200[kW],wind_capacity_HE201[kW],wind_capacity_HE202[kW],wind_capacity_HF197[kW],wind_capacity_HF198[kW],wind_capacity_HF199[kW],wind_capacity_HF200[kW],wind_capacity_HF201[kW],wind_capacity_HF202[kW],wind_capacity_HG197[kW],wind_capacity_HG198[kW],wind_capacity_HG199[kW],wind_capacity_HG200[kW],wind_capacity_HG201[kW],wind_capacity_HG202[kW],wind_capacity_HH197[kW],wind_capacity_HH198[kW],wind_capacity_HH199[kW],wind_capacity_HH200[kW],wind_capacity_HH201[kW],wind_capacity_HH202[kW],wind_capacity_HI197[kW],wind_capacity_HI198[kW],wind_capacity_HI199[kW],wind_capacity_HI200[kW],wind_capacity_HI201[kW],wind_capacity_HI202[kW],wind_capacity_HJ197[kW],wind_capacity_HJ198[kW],wind_capacity_HJ199[kW],wind_capacity_HJ200[kW],wind_capacity_HJ201[kW],wind_capacity_HK197[kW],wind_capacity_HK198[kW],wind_capacity_HK199[kW],wind_capacity_HK200[kW],wind_capacity_HL197[kW],wind_capacity_HL198[kW],wind_capacity_HL199[kW],wind_capacity_HL200[kW],wind_capacity_HM197[kW],wind_capacity_HM198[kW],wind_capacity_HM199[kW],wind_capacity_HN197[kW],wind_capacity_HN198[kW],wind_capacity_HO197[kW],wind_capacity_HO198[kW]
100,HD197,21439250741.23305,3.197197420130951,0.0,155993055.3755794,271716709.684743,27715701.95569728,667005321.5998772,0.0,8364238.894132947,7265152.66536746,26908448.50067697,0.0,0.0,0.0,0.0,12169967590.963438,7751917893.94708,475203200.5219553,0.0,0.0,21.1506,921049253.6796905,121112802.120885,1.6611706756832367,1.3165169421331748,0.0972845144036568,0.0,0.10802111781418151,0.014204170096700934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,702000.0,743600.0,743600.0,0.0,0.0,0.0,738400.0,733200.0,0.0,0.0,0.0,0.0,210638.8941329471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,HD198,21292037660.87358,3.180136418347466,0.0,156028550.4797405,271778276.9347169,27754856.77459357,667005321.5998772,0.0,8366142.116876166,7266798.848521843,26946462.88795492,0.0,0.0,0.0,0.0,12172736780.054823,7753674371.372807,475874534.6012839,0.0,0.0,21.1506,781144979.1806624,108606995.6640087,1.6615486631905696,1.3168152466716232,0.09742195120929778,0.0,0.09161307442454672,0.01273748285142862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,702000.0,743600.0,743600.0,0.0,0.0,0.0,738400.0,733200.0,212542.1168761667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,HD199,21401397365.13023,3.195137950274636,0.0,156412001.6028014,272443383.6220827,28157549.82307695,667005321.5998772,0.0,8386702.49880973,7284582.449788309,27337427.01269607,0.0,0.0,0.0,0.0,12202652135.768156,7772649473.924126,482778961.0442126,0.0,0.0,21.1506,842646478.462584,100670315.9311558,1.6656320357461811,1.3200378096978689,0.09883543868791388,0.0,0.09882600106570073,0.011806665076971054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,748800.0,0.0,0.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,702000.0,743600.0,743600.0,0.0,0.0,0.0,222702.4988097301,733200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,HD200,21649715936.11103,3.226887047402742,0.0,156903562.7658796,273296010.1946763,28565031.94885449,667005321.5998772,0.0,8413059.66573081,7307379.951729313,27733040.72704319,0.0,0.0,0.0,0.0,12241001813.638329,7796974408.495176,489765499.2395827,0.0,0.0,21.1506,1028132783.841946,93841430.89599144,1.6708666725538528,1.3241689407182422,0.10026573624262868,0.0,0.12057992786847875,0.011005770019539604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,748800.0,0.0,0.0,748800.0,748800.0,748800.0,748800.0,0.0,0.0,702000.0,743600.0,743600.0,0.0,0.0,0.0,0.0,0.0,233459.6657308091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,HD201,22119574453.25312,3.281992289639716,0.0,156903562.7658796,273296010.1946762,28565031.94885439,667005321.5998772,0.0,8413059.66573081,7307379.95172931,27733040.72704309,0.0,0.0,0.0,0.0,12241001813.638329,7796974408.495173,489765499.2395809,0.0,0.0,21.1506,1499291706.999063,92541024.88097769,1.6708666725538528,1.3241689407182418,0.10026573624262831,0.0,0.17583768237425182,0.01085325775074087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,748800.0,0.0,0.0,748800.0,748800.0,748800.0,748800.0,0.0,0.0,702000.0,743600.0,743600.0,0.0,0.0,0.0,0.0,0.0,233459.6657308105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,HD202,22585747679.92351,3.33867863227289,0.0,157327540.6090635,274031411.6104955,28748543.24736184,667005321.5998772,0.0,8435793.062148176,7327043.09118972,27911207.03627363,0.0,0.0,0.0,0.0,12274078905.425596,7817954978.299431,492911916.2605923,0.0,0.0,21.1506,1906770729.667238,94031150.27065596,1.6753816143154638,1.3277320945055744,0.10090987679484736,0.0,0.22362702625417624,0.01102802040282844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,748800.0,0.0,0.0,748800.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,743600.0,743600.0,0.0,0.0,260000.0,0.0,0.0,698193.0621481763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,HE197,21259105968.07731,3.17606995090287,0.0,155993055.3755794,271716709.6847429,27715701.95569734,667005321.5998772,0.0,8364238.894132945,7265152.665367458,26908448.50067703,0.0,0.0,0.0,0.0,12169967590.963434,7751917893.947078,475203200.5219564,0.0,0.0,21.1506,752821153.802387,109196128.842454,1.6611706756832363,1.3165169421331746,0.097284514403657,0.0,0.088291241997115,0.012806576685686494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,702000.0,743600.0,743600.0,0.0,0.0,0.0,738400.0,733200.0,0.0,0.0,0.0,0.0,210638.894132945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,HE198,21109843504.74414,3.158768596457718,0.0,156028550.4797405,271778276.9347169,27754856.77459363,667005321.5998772,0.0,8366142.116876166,7266798.848521843,26946462.88795498,0.0,0.0,0.0,0.0,12172736780.054823,7753674371.372807,475874534.601285,0.0,0.0,21.1506,611242177.9379805,96315640.777249,1.6615486631905696,1.3168152466716232,0.09742195120929799,0.0,0.07168678879251061,0.011295946593715822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,702000.0,743600.0,743600.0,0.0,0.0,0.0,738400.0,733200.0,212542.1168761664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,HE199,21252895490.59206,3.176340985896455,0.0,156170944.0288138,272025262.5243544,27895867.5181153,667005321.5998772,0.0,8373777.159721918,7273402.741292899,27083366.52244204,0.0,0.0,0.0,0.0,12183845767.395391,7760720724.959523,478292252.7863264,0.0,0.0,21.1506,745142526.1301935,84894219.32062104,1.6630650126688042,1.3180119368332177,0.09791691113241782,0.0,0.08739068869758677,0.009956436564428194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,0.0,0.0,0.0,702000.0,743600.0,743600.0,0.0,0.0,0.0,209777.1597219185,733200.0,748800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,HE200,21566470254.937,3.218089521836155,0.0,157103564.2464779,273642918.3512285,28662162.38546873,667005321.5998772,0.0,8423783.60570927,7316655.570888462,27827342.1218143,0.0,0.0,0.0,0.0,12256605146.306988,7806871494.137988,491430861.87124056,0.0,0.0,21.1506,934488039.284185,77074713.33660357,1.6729964891271818,1.3258497739139443,0.10060667248789988,0.0,0.10959722532120467,0.009039360985924987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748800.0,748800.0,748800.0,748800.0,0.0,0.0,748800.0,748800.0,748800.0,748800.0,0.0,0.0,197383.6057092695,743600.0,743600.0,0.0,0.0,0.0,0.0,0.0,748800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
