pipe_storage_level,ug_storage_level,wind_output,curtail_p,bat_pin,el_pin_pvwind,el_pin,comp1_pin,comp2_pin,pipe_storage_hout,ug_storage_hout,comp1_hflow,comp2_hflow,LOAD
0.0,12431060.45514943,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,12484694.50595018,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,12538328.55675092,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,12591962.60755167,7423241.589656373,0.0,0.0,7423241.589656373,7293774.68672646,107555.408451474,21911.49447843894,21.1506,0.0,35.99578596100199,14.84518596100199,21.1506
0.0,12645405.27701128,6925629.916006373,0.0,0.0,6925629.916006373,6806889.320137357,100375.7029187768,18364.89295023913,21.1506,0.0,33.59293939718098,12.44233939718098,21.1506
0.0,12690197.69884113,7071128.638206373,0.0,0.0,7071128.638206373,6949251.733335926,102475.0065245729,19401.89834587337,21.1506,0.0,34.29551757850499,13.14491757850499,21.1506
0.0,12737519.40212375,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,12791153.45292449,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,12844787.50372524,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,12898421.55452599,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,12952055.60532673,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,13005689.65612748,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,13059323.70692823,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,13112957.75772897,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,13166591.80852972,6520696.599556373,0.0,0.0,6520696.599556373,6410684.57522502,94533.19132501907,15478.83300633453,21.1506,0.0,31.63761423193397,10.48701423193397,21.1506
0.0,13204345.05976468,4574053.527325877,0.0,0.0,4574053.527325877,4506002.518855656,66446.38232119635,1604.626149025076,21.1506,0.0,22.23774508741511,1.087145087415107,21.1506
0.0,13208258.78207937,4383347.844618874,0.0,0.0,4383347.844618874,4319407.607296703,63694.81776242092,245.4195597493672,21.1506,0.0,21.31687341446483,0.1662734144648317,21.1506
0.0,13208857.36637145,3798602.499413602,0.0,0.0,3798602.499413602,3743401.577671792,55200.9217418097,0.0,18.47420406352407,2.676395936475933,18.47420406352407,0.0,21.1506
0.0,13199222.34100013,6569385.386626109,0.0,0.0,6569385.386626109,6458323.847365369,95235.68922130151,15825.8500394381,21.1506,0.0,31.87272062292554,10.72212062292554,21.1506
0.0,13237821.97524267,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,13291456.02604341,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,13345090.07684416,7434250.938006373,9.313225746154785e-10,0.0,7434250.938006372,7304546.722213446,107714.2549646196,21989.96082830606,21.1506,0.0,36.0489474446518,14.8983474446518,21.1506
0.0,13398724.12764491,6375336.713950313,0.0,0.0,6375336.713950313,6268458.005917411,92435.89089944203,14442.81713345936,21.1506,0.0,30.93570645898328,9.785106458983275,21.1506
0.0,13433950.51089725,3235154.989838034,0.0,0.0,3235154.989838034,3188142.03245588,47012.95738215397,0.0,15.73392147997121,5.416678520028793,15.73392147997121,0.0,21.1506
