cf,El,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],C_pipe[USD],LCOH-wind,LCOH-el,LCOH-UG,LCOH-pipe-storage,LCOH-trans,LCOH-pipe,pv_capacity_CY45[kW],pv_capacity_CY46[kW],pv_capacity_CY47[kW],pv_capacity_CZ42[kW],pv_capacity_CZ43[kW],pv_capacity_CZ44[kW],pv_capacity_CZ45[kW],pv_capacity_CZ46[kW],pv_capacity_CZ47[kW],pv_capacity_DA41[kW],pv_capacity_DA42[kW],pv_capacity_DA43[kW],pv_capacity_DA44[kW],pv_capacity_DA45[kW],pv_capacity_DA46[kW],pv_capacity_DA47[kW],pv_capacity_DB41[kW],pv_capacity_DB42[kW],pv_capacity_DB43[kW],pv_capacity_DB44[kW],pv_capacity_DB45[kW],pv_capacity_DB46[kW],pv_capacity_DB47[kW],pv_capacity_DC41[kW],pv_capacity_DC42[kW],pv_capacity_DC43[kW],pv_capacity_DC44[kW],pv_capacity_DC45[kW],pv_capacity_DC46[kW],pv_capacity_DC47[kW],pv_capacity_DD41[kW],pv_capacity_DD42[kW],pv_capacity_DD43[kW],pv_capacity_DD44[kW],pv_capacity_DD45[kW],pv_capacity_DD46[kW],pv_capacity_DD47[kW],wind_capacity_CY45[kW],wind_capacity_CY46[kW],wind_capacity_CY47[kW],wind_capacity_CZ42[kW],wind_capacity_CZ43[kW],wind_capacity_CZ44[kW],wind_capacity_CZ45[kW],wind_capacity_CZ46[kW],wind_capacity_CZ47[kW],wind_capacity_DA41[kW],wind_capacity_DA42[kW],wind_capacity_DA43[kW],wind_capacity_DA44[kW],wind_capacity_DA45[kW],wind_capacity_DA46[kW],wind_capacity_DA47[kW],wind_capacity_DB41[kW],wind_capacity_DB42[kW],wind_capacity_DB43[kW],wind_capacity_DB44[kW],wind_capacity_DB45[kW],wind_capacity_DB46[kW],wind_capacity_DB47[kW],wind_capacity_DC41[kW],wind_capacity_DC42[kW],wind_capacity_DC43[kW],wind_capacity_DC44[kW],wind_capacity_DC45[kW],wind_capacity_DC46[kW],wind_capacity_DC47[kW],wind_capacity_DD41[kW],wind_capacity_DD42[kW],wind_capacity_DD43[kW],wind_capacity_DD44[kW],wind_capacity_DD45[kW],wind_capacity_DD46[kW],wind_capacity_DD47[kW]
100,DD44,5321615370.04566,7.40389491810079,27203055.6584311,0,50334160.0951391,0,66698640.0000005,2141972.88649064,0,1345833.15762404,0,2692188.54090555,216653.060563425,71413.3760355978,2404792959.66304,0,1436003979.18485,0,1389169287.10727,13997021.7029772,2.115,0,20262726.9256588,0,2.43885090800255,0,1.62927091724336,0,0.0237649017944857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141972.88649064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
