cf,El,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],C_pipe[USD],LCOH-wind,LCOH-el,LCOH-UG,LCOH-pipe-storage,LCOH-trans,LCOH-pipe
100,Pilbara 1,2427894264.120266,3.568244169967394,4928362.929079395,14397505.21534634,25087111.48806556,3657853.243732399,66698640.00000054,388060.0731558579,771984.1938523508,670778.3820338384,3551313.828866407,0.0,0.0,0.0,435675044.1320817,1123237002.0551705,715720533.6301056,69498990.54441588,0.0,0.0,2.115,-0.0,83762472.67199308,1.5332344056897518,1.2155507217401362,0.13635257320220978,0.0,-0.0,0.09823983437256362
