pipe_storage_level,ug_storage_level,wind_output,curtail_p,bat_pin,el_pin_pvwind,el_pin,comp1_pin,comp2_pin,pipe_storage_hout,ug_storage_hout,comp1_hflow,comp2_hflow,LOAD
0.0,4204328.494055899,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4222340.115508556,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4240351.736961226,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4258363.358413896,2027264.408255151,0.0,0.0,2027264.408255151,1993747.19431541,29400.18070805211,4117.033231688395,7.0501,0.0,9.839417907647963,2.789317907647964,7.0501
0.0,4268404.902881429,2199624.674912272,0.0,0.0,2199624.674912272,2162392.135864297,31887.05154662834,5345.487501346531,7.0501,0.0,10.67170399820226,3.621603998202256,7.0501
0.0,4281442.677274956,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4299454.298727626,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4317465.920180296,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4335477.541632965,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4353489.163085635,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4371500.784538304,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4389512.405990974,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594444,7.0501,0.0,12.05332818129705,5.003228181297048,7.0501
0.0,4407524.027443644,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4425535.648896313,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594444,7.0501,0.0,12.05332818129705,5.003228181297048,7.0501
0.0,4443547.270348983,2200645.923491669,0.0,0.0,2200645.923491669,2163391.370840661,31901.78645833564,5352.766192671823,7.0501,0.0,10.67663536088877,3.626535360888769,7.0501
0.0,4456602.797648182,1708246.867519768,0.0,0.0,1708246.867519768,1681606.260944642,24797.29029464053,1843.316280485084,7.0501,0.0,8.29895926862133,1.24885926862133,7.0501
0.0,4461098.691015219,1595540.615474733,0.0,0.0,1595540.615474733,1571329.457264937,23171.12727591189,1040.030933884186,7.0501,0.0,7.754728003986576,0.7046280039865761,7.0501
0.0,4463635.351829571,1408228.557257597,0.0,0.0,1408228.557257597,1387764.316949284,20464.24030831304,0.0,6.848808670787497,0.2012913292125029,6.848808670787497,0.0,7.0501
0.0,4462910.703044406,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4480922.324497076,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4498933.945949745,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4516945.567402414,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4534957.188855084,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4552968.810307753,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4570980.43176042,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594441,7.0501,0.0,12.05332818129705,5.003228181297047,7.0501
0.0,4588992.05321309,742537.0033410245,0.0,0.0,742537.0033410245,731746.5278916577,10790.47544936683,0.0,3.61127023071179,3.438829769288209,3.61127023071179,0.0,7.0501
0.0,4576612.266043652,713164.6506235653,0.0,0.0,713164.6506235653,702801.0113446005,10363.63927896479,0.0,3.468420106748592,3.581679893251407,3.468420106748592,0.0,7.0501
0.0,4563718.218427947,1265391.163378792,0.0,0.0,1265391.163378792,1247002.622173643,18388.5412051494,0.0,6.154130256074097,0.8959697439259022,6.154130256074097,0.0,7.0501
0.0,4560492.727349813,2485748.779737272,0.0,0.0,2485748.779737272,2442348.670335962,36015.34460571557,7384.764795594383,7.050100000000039,-3.907985046680551e-14,12.05332818129705,5.003228181297008,7.0501
