cf,El,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],C_pipe[USD],LCOH-wind,LCOH-el,LCOH-UG,LCOH-pipe-storage,LCOH-trans,LCOH-pipe,pv_capacity_FN219[kW],pv_capacity_FN220[kW],pv_capacity_FN221[kW],pv_capacity_FN222[kW],pv_capacity_FN223[kW],pv_capacity_FN224[kW],pv_capacity_FN225[kW],pv_capacity_FN226[kW],pv_capacity_FO219[kW],pv_capacity_FO220[kW],pv_capacity_FO221[kW],pv_capacity_FO222[kW],pv_capacity_FO223[kW],pv_capacity_FO224[kW],pv_capacity_FO225[kW],pv_capacity_FO226[kW],pv_capacity_FO227[kW],pv_capacity_FP219[kW],pv_capacity_FP220[kW],pv_capacity_FP221[kW],pv_capacity_FP222[kW],pv_capacity_FP223[kW],pv_capacity_FP224[kW],pv_capacity_FP225[kW],pv_capacity_FP226[kW],pv_capacity_FP227[kW],pv_capacity_FQ219[kW],pv_capacity_FQ220[kW],pv_capacity_FQ221[kW],pv_capacity_FQ222[kW],pv_capacity_FQ223[kW],pv_capacity_FQ224[kW],pv_capacity_FQ225[kW],pv_capacity_FQ226[kW],pv_capacity_FQ227[kW],pv_capacity_FR219[kW],pv_capacity_FR220[kW],pv_capacity_FR221[kW],pv_capacity_FR222[kW],pv_capacity_FR223[kW],pv_capacity_FR224[kW],pv_capacity_FR225[kW],pv_capacity_FR226[kW],pv_capacity_FR227[kW],pv_capacity_FR228[kW],pv_capacity_FS219[kW],pv_capacity_FS223[kW],pv_capacity_FS224[kW],pv_capacity_FS225[kW],pv_capacity_FS226[kW],pv_capacity_FS227[kW],pv_capacity_FS228[kW],pv_capacity_FT219[kW],pv_capacity_FT223[kW],pv_capacity_FT224[kW],pv_capacity_FT225[kW],pv_capacity_FT226[kW],pv_capacity_FT227[kW],pv_capacity_FT228[kW],pv_capacity_FU223[kW],pv_capacity_FU224[kW],pv_capacity_FU225[kW],pv_capacity_FU226[kW],pv_capacity_FU227[kW],pv_capacity_FU228[kW],wind_capacity_FN219[kW],wind_capacity_FN220[kW],wind_capacity_FN221[kW],wind_capacity_FN222[kW],wind_capacity_FN223[kW],wind_capacity_FN224[kW],wind_capacity_FN225[kW],wind_capacity_FN226[kW],wind_capacity_FO219[kW],wind_capacity_FO220[kW],wind_capacity_FO221[kW],wind_capacity_FO222[kW],wind_capacity_FO223[kW],wind_capacity_FO224[kW],wind_capacity_FO225[kW],wind_capacity_FO226[kW],wind_capacity_FO227[kW],wind_capacity_FP219[kW],wind_capacity_FP220[kW],wind_capacity_FP221[kW],wind_capacity_FP222[kW],wind_capacity_FP223[kW],wind_capacity_FP224[kW],wind_capacity_FP225[kW],wind_capacity_FP226[kW],wind_capacity_FP227[kW],wind_capacity_FQ219[kW],wind_capacity_FQ220[kW],wind_capacity_FQ221[kW],wind_capacity_FQ222[kW],wind_capacity_FQ223[kW],wind_capacity_FQ224[kW],wind_capacity_FQ225[kW],wind_capacity_FQ226[kW],wind_capacity_FQ227[kW],wind_capacity_FR219[kW],wind_capacity_FR220[kW],wind_capacity_FR221[kW],wind_capacity_FR222[kW],wind_capacity_FR223[kW],wind_capacity_FR224[kW],wind_capacity_FR225[kW],wind_capacity_FR226[kW],wind_capacity_FR227[kW],wind_capacity_FR228[kW],wind_capacity_FS219[kW],wind_capacity_FS223[kW],wind_capacity_FS224[kW],wind_capacity_FS225[kW],wind_capacity_FS226[kW],wind_capacity_FS227[kW],wind_capacity_FS228[kW],wind_capacity_FT219[kW],wind_capacity_FT223[kW],wind_capacity_FT224[kW],wind_capacity_FT225[kW],wind_capacity_FT226[kW],wind_capacity_FT227[kW],wind_capacity_FT228[kW],wind_capacity_FU223[kW],wind_capacity_FU224[kW],wind_capacity_FU225[kW],wind_capacity_FU226[kW],wind_capacity_FU227[kW],wind_capacity_FU228[kW]
100,FS228,2330510948.50426,3.50994597046345,0,17823242.8996312,31029149.223646,2948007.32085469,66698640.0000005,0,955669.860570037,829656.396354172,2862143.02995601,0,0,0,0,1390499647.1294,885243374.909901,5215969.45779183,0,0,2.115,27275245.0322618,22283581.1181764,1.89805169895351,1.503461438824,0.0503164006617402,0,0.0319894514687174,0.0261350369496578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436800,0,0,0,0,0,0,447200,0,0,0,0,0,0,71669.8605700378,0,0,0,0,0,0
