Datetime-local,electricity,irradiance_direct,irradiance_diffuse,temperature,zenith,DNI,GHI
2019-01-01 00:00:00,0.0,0.0,0.0,13.035,90.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,13.048,90.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,13.047,90.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,13.133,90.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.001,0.0,13.148,90.0,1.0,6.123233995736766e-17
2019-01-01 05:00:00,0.127,0.117,0.036,13.785,88.71999458845269,117.0,38.613598722460864
2019-01-01 06:00:00,0.286,0.222,0.108,14.963,78.82891142374233,222.0,151.01013281332558
2019-01-01 07:00:00,0.558,0.499,0.166,16.197,68.04531484702511,499.0,352.5627132528442
2019-01-01 08:00:00,0.581,0.462,0.236,17.1,56.8704747893658,462.0,488.49851170100305
2019-01-01 09:00:00,0.597,0.417,0.306,17.714,45.600683149412276,417.0,597.7560606315175
2019-01-01 10:00:00,0.606,0.351,0.386,18.122,34.6414431355463,351.0,674.7766227627993
2019-01-01 11:00:00,0.668,0.432,0.395,18.491,24.86092984788445,432.0,786.9669526373488
2019-01-01 12:00:00,0.7000000000000001,0.495,0.38,18.841,18.613615361262248,495.0,849.1078310749294
2019-01-01 13:00:00,0.752,0.646,0.308,19.105,19.770963595364222,646.0,915.9197948575637
2019-01-01 14:00:00,0.716,0.605,0.295,19.106,27.394643162014034,605.0,832.15433646888
2019-01-01 15:00:00,0.632,0.496,0.279,18.724,37.6520129367695,496.0,671.7007727942444
2019-01-01 16:00:00,0.523,0.394,0.232,18.107,48.75798590457486,394.0,491.7409607044957
2019-01-01 17:00:00,0.473,0.404,0.156,17.388,60.037568620703595,404.0,357.77054539359256
2019-01-01 18:00:00,0.319,0.284,0.086,16.473,71.1372697673036,284.0,177.81775095031298
2019-01-01 19:00:00,0.089,0.099,0.015,15.317,81.75715610112572,99.0,29.193532570361644
2019-01-01 20:00:00,0.0,0.0,0.0,14.487,90.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,14.092,90.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,13.829,90.0,0.0,0.0
