Datetime-local,electricity,irradiance_direct,irradiance_diffuse,temperature,zenith,DNI,GHI
2019-01-01 00:00:00,0.0,0.0,0.0,15.823,90.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,15.849,90.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,15.9,90.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,15.977,90.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.001,0.0,16.068,90.0,1.0,6.123233995736766e-17
2019-01-01 05:00:00,0.252,0.257,0.037,16.361,88.96948101498745,257.0,41.62213975280586
2019-01-01 06:00:00,0.494,0.486,0.098,16.767,79.02514617369138,486.0,190.5237843092822
2019-01-01 07:00:00,0.634,0.623,0.147,17.072,68.16108655345683,623.0,378.7549704899277
2019-01-01 08:00:00,0.722,0.716,0.182,17.293,56.9004490745384,716.0,573.0043028925795
2019-01-01 09:00:00,0.752,0.726,0.219,17.439,45.53350482383061,726.0,727.5572336590237
2019-01-01 10:00:00,0.746,0.647,0.29,17.532,34.45324751825036,647.0,823.5084962048365
2019-01-01 11:00:00,0.748,0.617,0.323,17.624,24.50863552068435,617.0,884.4075341141499
2019-01-01 12:00:00,0.6940000000000001,0.475,0.385,17.748,18.08497237988159,475.0,836.5336622088143
2019-01-01 13:00:00,0.669,0.443,0.38,17.889,19.282420654600728,443.0,798.1487254316037
2019-01-01 14:00:00,0.665,0.49,0.329,18.025,27.093288385643902,490.0,765.2304188549231
2019-01-01 15:00:00,0.632,0.496,0.276,18.024,37.5009325674234,496.0,669.4983421522898
2019-01-01 16:00:00,0.499,0.358,0.234,17.886,48.71945680746682,358.0,470.18925115829404
2019-01-01 17:00:00,0.354,0.252,0.163,17.63,60.09205645480738,252.0,288.6491964474022
2019-01-01 18:00:00,0.227,0.183,0.083,17.317,71.2756835508339,183.0,141.74573763077342
2019-01-01 19:00:00,0.074,0.084,0.014,16.989,81.97441588088736,84.0,25.727682563601824
2019-01-01 20:00:00,0.0,0.0,0.0,16.654,90.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,16.386,90.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,16.225,90.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,16.112,90.0,0.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,16.002,90.0,0.0,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,15.946,90.0,0.0,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,15.965,90.0,0.0,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,15.971,90.0,0.0,0.0
2019-01-02 04:00:00,0.0,0.001,0.0,16.043,90.0,1.0,6.123233995736766e-17
