Datetime-local,electricity,irradiance_direct,irradiance_diffuse,temperature,zenith,DNI,GHI
2019-01-01 00:00:00,0.0,0.0,0.0,12.455,90.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,12.536,90.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,12.495,90.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,12.589,90.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.0,0.0,12.665,90.0,0.0,0.0
2019-01-01 05:00:00,0.057,0.048,0.03,13.446,88.74815940710377,48.0,31.048656085669855
2019-01-01 06:00:00,0.145,0.078,0.096,14.555,78.90387274988322,78.0,111.011539788982
2019-01-01 07:00:00,0.32,0.182,0.188,15.556,68.16086798740338,182.0,255.7043436929033
2019-01-01 08:00:00,0.369,0.163,0.266,16.259,57.024338460798674,163.0,354.71808501286944
2019-01-01 09:00:00,0.382,0.116,0.33,16.646,45.792761729251374,116.0,410.8816572323169
2019-01-01 10:00:00,0.458,0.127,0.412,17.06,34.873259755976534,127.0,516.1931888771052
2019-01-01 11:00:00,0.602,0.276,0.453,17.654,25.129383603022617,276.0,702.876912774631
2019-01-01 12:00:00,0.633,0.321,0.453,18.019,18.87058073821646,321.0,756.7467487404654
2019-01-01 13:00:00,0.664,0.408,0.41,18.177,19.893749906073552,408.0,793.6527026621761
2019-01-01 14:00:00,0.631,0.399,0.373,18.089,27.380525160999625,399.0,727.3007305574711
2019-01-01 15:00:00,0.514,0.278,0.334,17.647,37.55596681666078,278.0,554.3868131140769
2019-01-01 16:00:00,0.434,0.252,0.257,17.097,48.61004742224697,252.0,423.6174394377875
2019-01-01 17:00:00,0.41,0.309,0.17,16.436,59.852258758331985,309.0,325.189515996413
2019-01-01 18:00:00,0.309,0.267,0.09,15.516,70.92271645000056,267.0,177.26714051575323
2019-01-01 19:00:00,0.081,0.089,0.016,14.272,81.5204499190234,89.0,29.1236199332413
2019-01-01 20:00:00,0.0,0.0,0.0,13.602,90.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,13.361,90.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,13.188,90.0,0.0,0.0
