Datetime-local,electricity,irradiance_direct,irradiance_diffuse,temperature,zenith,DNI,GHI
2019-01-01 00:00:00,0.0,0.0,0.0,13.15,90.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,12.828,90.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,12.668,90.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,12.66,90.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.004,0.001,12.712,90.0,4.0,1.0000000000000002
2019-01-01 05:00:00,0.229,0.222,0.042,13.462,88.2119198679839,222.0,48.92702606504336
2019-01-01 06:00:00,0.46,0.43,0.106,14.82,78.25142746715422,430.0,193.55546442861345
2019-01-01 07:00:00,0.667,0.669,0.145,16.318,67.45635958772596,669.0,401.48591074834394
2019-01-01 08:00:00,0.723,0.719,0.184,17.678,56.28665753986979,719.0,583.0724294485808
2019-01-01 09:00:00,0.746,0.722,0.221,18.729,45.040880845038025,722.0,731.1666994277207
2019-01-01 10:00:00,0.744,0.67,0.273,19.485,34.13901442020016,670.0,827.5445191026254
2019-01-01 11:00:00,0.781,0.742,0.264,20.102,24.496061142422363,742.0,939.2124147134342
2019-01-01 12:00:00,0.793,0.773,0.254,20.525,18.573795358401057,773.0,986.7376682825621
2019-01-01 13:00:00,0.803,0.8170000000000001,0.229,20.751,20.13902882935787,817.0000000000001,996.0485706424546
2019-01-01 14:00:00,0.776,0.778,0.224,20.737,27.939849352131965,778.0,911.3162967044924
2019-01-01 15:00:00,0.729,0.717,0.21,20.441,38.23946726199855,717.0,773.153830717006
2019-01-01 16:00:00,0.651,0.625,0.183,19.859,49.34377366364642,625.0,590.1993769187832
2019-01-01 17:00:00,0.556,0.537,0.135,19.059,60.60287947264346,537.0,398.59180336987765
2019-01-01 18:00:00,0.391,0.382,0.077,18.05,71.66862604133203,382.0,197.14369638638235
2019-01-01 19:00:00,0.113,0.128,0.013,16.729,82.23767954602998,128.0,30.28819142562711
2019-01-01 20:00:00,0.0,0.0,0.0,15.508,90.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,14.638,90.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,14.088,90.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,13.708,90.0,0.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,13.452,90.0,0.0,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,13.246,90.0,0.0,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,13.138,90.0,0.0,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,13.031,90.0,0.0,0.0
2019-01-02 04:00:00,0.0,0.002,0.001,12.943,90.0,2.0,1.0000000000000002
2019-01-02 05:00:00,0.166,0.155,0.041,13.483,88.3353962412428,155.0,45.50255306022363
2019-01-02 06:00:00,0.423,0.38,0.109,14.409,78.38620844381973,380.0,185.49920865263152
2019-01-02 07:00:00,0.686,0.6920000000000001,0.145,15.417,67.59211813521642,692.0000000000001,408.7887097549343
2019-01-02 08:00:00,0.746,0.748,0.182,16.628,56.42265343643391,748.0,595.6905166634607
2019-01-02 09:00:00,0.754,0.724,0.226,17.908,45.17711238312852,724.0,736.3603437713733
2019-01-02 10:00:00,0.797,0.804,0.221,19.153,34.275211807344796,804.0,885.3789829494784
2019-01-02 11:00:00,0.8270000000000001,0.874,0.208,20.13,24.62784964245776,874.0,1002.4954196196622
2019-01-02 12:00:00,0.84,0.913,0.195,20.828,18.676084271411185,913.0,1059.925091830004
2019-01-02 13:00:00,0.836,0.916,0.188,21.31,20.1731661148296,916.0,1047.8076471850547
2019-01-02 14:00:00,0.8190000000000001,0.895,0.182,21.595,27.926018219062684,895.0,972.7799800790509
2019-01-02 15:00:00,0.785,0.852,0.171,21.66,38.205862731282075,852.0,840.4961566257373
2019-01-02 16:00:00,0.727,0.777,0.152,21.477,49.30398098154192,777.0,658.6395292155446
2019-01-02 17:00:00,0.553,0.544,0.131,20.932,60.563875677388104,544.0,398.3504027236491
2019-01-02 18:00:00,0.302,0.278,0.078,19.931,71.6350351709939,278.0,165.58911531712556
2019-01-02 19:00:00,0.079,0.092,0.012,18.251,82.21356214807066,92.0,24.464257015974827
2019-01-02 20:00:00,0.0,0.0,0.0,16.73,90.0,0.0,0.0
2019-01-02 21:00:00,0.0,0.0,0.0,15.673,90.0,0.0,0.0
2019-01-02 22:00:00,0.0,0.0,0.0,14.928,90.0,0.0,0.0
2019-01-02 23:00:00,0.0,0.0,0.0,14.413,90.0,0.0,0.0
2019-01-03 00:00:00,0.0,0.0,0.0,14.057,90.0,0.0,0.0
2019-01-03 01:00:00,0.0,0.0,0.0,13.8,90.0,0.0,0.0
2019-01-03 02:00:00,0.0,0.0,0.0,13.665,90.0,0.0,0.0
2019-01-03 03:00:00,0.0,0.0,0.0,13.623,90.0,0.0,0.0
2019-01-03 04:00:00,0.0,0.004,0.001,13.551,90.0,4.0,1.0000000000000002
2019-01-03 05:00:00,0.295,0.298,0.042,14.447,88.46247724683617,298.0,49.99582091786671
2019-01-03 06:00:00,0.523,0.518,0.101,16.085,78.52499618020708,518.0,204.05113133094096
2019-01-03 07:00:00,0.72,0.764,0.133,17.62,67.7315410791966,764.0,422.51533847140536
2019-01-03 08:00:00,0.785,0.844,0.16,18.754,56.56213614456933,844.0,625.0712849763065
2019-01-03 09:00:00,0.8190000000000001,0.888,0.177,19.603,45.316909279965756,888.0,801.428190477211
2019-01-03 10:00:00,0.837,0.911,0.187,20.205,34.41548340232936,911.0,938.5392829069053
2019-01-03 11:00:00,0.844,0.921,0.191,20.624,24.76499984099162,921.0,1027.2988894229666
2019-01-03 12:00:00,0.843,0.921,0.193,20.836,18.78596152458917,921.0,1064.9366652671529
2019-01-03 13:00:00,0.834,0.908,0.191,20.934,20.215520117872842,908.0,1043.066705081415
2019-01-03 14:00:00,0.8160000000000001,0.884,0.186,20.959,27.91905825629844,884.0,967.1111816769877
2019-01-03 15:00:00,0.784,0.841,0.174,20.822,38.17818680476519,841.0,835.1036005524942
