Datetime-local,electricity,irradiance_direct,irradiance_diffuse,temperature,zenith,DNI,GHI
2019-01-01 00:00:00,0.0,0.0,0.0,15.088,90.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,15.001,90.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,15.02,90.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,15.104,90.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.002,0.0,15.142,90.0,2.0,1.2246467991473532e-16
2019-01-01 05:00:00,0.251,0.253,0.039,15.503,88.67572983998913,253.0,44.8470366245122
2019-01-01 06:00:00,0.497,0.485,0.1,16.206,78.71469700044138,485.0,194.91188066303783
2019-01-01 07:00:00,0.673,0.684,0.141,16.926,67.87060714579265,684.0,398.66247491528384
2019-01-01 08:00:00,0.718,0.708,0.185,17.497,56.638668414219325,708.0,574.3413657988965
2019-01-01 09:00:00,0.774,0.777,0.205,17.974,45.31184810979077,777.0,751.4234649178478
2019-01-01 10:00:00,0.772,0.72,0.26,18.272,34.29308641240272,720.0,854.8397261195659
2019-01-01 11:00:00,0.782,0.72,0.277,18.477,24.457422762287592,720.0,932.3938121440403
2019-01-01 12:00:00,0.73,0.58,0.338,18.63,18.22934891855732,580.0,888.8909240075453
2019-01-01 13:00:00,0.75,0.65,0.298,18.793,19.594020714725872,650.0,910.3600956098935
2019-01-01 14:00:00,0.717,0.616,0.283,18.876,27.422756220637808,616.0,829.7816428657135
2019-01-01 15:00:00,0.68,0.6000000000000001,0.245,18.791,37.801102305972535,600.0000000000001,719.0859323547197
2019-01-01 16:00:00,0.551,0.446,0.218,18.504,48.98355631700911,446.0,510.6989180051327
2019-01-01 17:00:00,0.46,0.393,0.151,18.09,60.31829622578029,393.0,345.60623659967945
2019-01-01 18:00:00,0.272,0.236,0.082,17.57,71.46121368680625,236.0,157.03538586580004
2019-01-01 19:00:00,0.075,0.086,0.013,16.949,82.11361428239857,86.0,24.799989754428317
2019-01-01 20:00:00,0.0,0.0,0.0,16.364,90.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,15.93,90.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,15.648,90.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,15.452,90.0,0.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,15.352,90.0,0.0,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,15.292,90.0,0.0,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,15.25,90.0,0.0,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,15.259,90.0,0.0,0.0
2019-01-02 04:00:00,0.0,0.001,0.0,15.319,90.0,1.0,6.123233995736766e-17
2019-01-02 05:00:00,0.19,0.185,0.039,15.515,88.7968775456279,185.0,42.88442742678548
2019-01-02 06:00:00,0.457,0.429,0.106,15.92,78.84945321767114,429.0,188.9632784760207
2019-01-02 07:00:00,0.666,0.664,0.149,16.341,68.00635544799935,664.0,397.67048644076846
2019-01-02 08:00:00,0.757,0.769,0.18,16.866,56.77462674474302,769.0,601.3610370053557
2019-01-02 09:00:00,0.778,0.77,0.216,17.46,45.44804208184083,770.0,756.1979488513825
2019-01-02 10:00:00,0.8200000000000001,0.85,0.206,18.107,34.42939649766867,850.0,907.0999958380087
2019-01-02 11:00:00,0.838,0.887,0.203,18.672,24.59000356426671,887.0,1009.5568382025606
2019-01-02 12:00:00,0.844,0.903,0.198,19.023,18.333762020399305,903.0,1055.1639819804905
2019-01-02 13:00:00,0.839,0.9,0.194,19.224,19.62873856627705,900.0,1041.700169856852
2019-01-02 14:00:00,0.8240000000000001,0.884,0.186,19.325,27.407955200706397,884.0,970.7723086694912
2019-01-02 15:00:00,0.79,0.841,0.175,19.362,37.76624102044879,841.0,839.8239587843026
2019-01-02 16:00:00,0.733,0.772,0.154,19.291,48.94250346500275,772.0,661.0619925270305
2019-01-02 17:00:00,0.548,0.527,0.134,19.095,60.27804933609599,527.0,395.2820755274906
2019-01-02 18:00:00,0.334,0.313,0.078,18.694,71.42637118430272,313.0,177.69771523071142
2019-01-02 19:00:00,0.091,0.105,0.013,17.992,82.08822305415904,105.0,27.45305458098913
2019-01-02 20:00:00,0.0,0.0,0.0,17.287,90.0,0.0,0.0
2019-01-02 21:00:00,0.0,0.0,0.0,16.697,90.0,0.0,0.0
2019-01-02 22:00:00,0.0,0.0,0.0,16.173,90.0,0.0,0.0
2019-01-02 23:00:00,0.0,0.0,0.0,15.779,90.0,0.0,0.0
2019-01-03 00:00:00,0.0,0.0,0.0,15.516,90.0,0.0,0.0
2019-01-03 01:00:00,0.0,0.0,0.0,15.307,90.0,0.0,0.0
2019-01-03 02:00:00,0.0,0.0,0.0,15.178,90.0,0.0,0.0
2019-01-03 03:00:00,0.0,0.0,0.0,15.162,90.0,0.0,0.0
2019-01-03 04:00:00,0.0,0.002,0.0,15.292,90.0,2.0,1.2246467991473532e-16
2019-01-03 05:00:00,0.309,0.319,0.039,15.919,88.92137065657776,319.0,45.00502235517949
2019-01-03 06:00:00,0.5640000000000001,0.58,0.095,16.995,78.98817862858233,580.0,205.78668302311064
2019-01-03 07:00:00,0.714,0.757,0.132,17.882,68.1457186278243,757.0,413.7912104215332
2019-01-03 08:00:00,0.783,0.839,0.16,18.351,56.91400358494629,839.0,618.0077499550737
2019-01-03 09:00:00,0.8220000000000001,0.886,0.176,18.569,45.58772286546217,886.0,796.0373473209612
2019-01-03 10:00:00,0.843,0.91,0.186,18.658,34.569671507747806,910.0,935.3275162955856
2019-01-03 11:00:00,0.852,0.922,0.19,18.627,24.727809460960884,922.0,1027.4574421379143
2019-01-03 12:00:00,0.853,0.922,0.192,18.53,18.445695160517474,922.0,1066.6313003483783
2019-01-03 13:00:00,0.845,0.908,0.191,18.516,19.67169362596725,908.0,1046.0063671788198
2019-01-03 14:00:00,0.8260000000000001,0.883,0.186,18.583,27.40001169070166,883.0,969.940902161962
2019-01-03 15:00:00,0.792,0.84,0.174,18.592,37.737267357989595,840.0,838.29350831575
2019-01-03 16:00:00,0.733,0.767,0.154,18.478,48.90692842471074,767.0,658.1369179090093
2019-01-03 17:00:00,0.629,0.648,0.121,18.282,60.24321195623435,648.0,442.6149445867091
2019-01-03 18:00:00,0.429,0.431,0.074,17.929,71.39707138031066,431.0,211.49234161587378
2019-01-03 19:00:00,0.127,0.144,0.013,17.392,82.06859735935267,144.0,32.870186071043705
2019-01-03 20:00:00,0.0,0.0,0.0,17.001,90.0,0.0,0.0
