Datetime-local,electricity,irradiance_direct,irradiance_diffuse,temperature,zenith,DNI,GHI
2019-01-01 00:00:00,0.0,0.0,0.0,14.446,90.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,14.562,90.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,14.556,90.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,14.565,90.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.0,0.0,14.651,90.0,0.0,0.0
2019-01-01 05:00:00,0.087,0.08,0.032,15.164,89.10267962892135,80.0,33.25284437735562
2019-01-01 06:00:00,0.173,0.106,0.099,15.909,79.28944888136148,106.0,118.69984158390339
2019-01-01 07:00:00,0.335,0.204,0.185,16.524,68.53041707999421,204.0,259.66547628737726
2019-01-01 08:00:00,0.408,0.211,0.266,16.918,57.366691447661815,211.0,379.7839546347335
2019-01-01 09:00:00,0.434,0.171,0.338,17.12,46.09409259995941,171.0,456.58441583428913
2019-01-01 10:00:00,0.494,0.171,0.415,17.373,35.10854269741054,171.0,554.8889399105789
2019-01-01 11:00:00,0.5720000000000001,0.235,0.453,17.645,25.24328383762176,235.0,665.5587081970765
2019-01-01 12:00:00,0.586,0.244,0.464,17.915,18.756202390375435,244.0,695.0424598951006
2019-01-01 13:00:00,0.678,0.443,0.395,18.155,19.5520150513303,443.0,812.4557612462822
2019-01-01 14:00:00,0.627,0.394,0.371,18.17,26.983199396601634,394.0,722.1090054060855
2019-01-01 15:00:00,0.524,0.296,0.33,17.876,37.175515034607315,296.0,565.8493121263405
2019-01-01 16:00:00,0.536,0.4,0.24,17.503,48.262383963304146,400.0,506.28815876407384
2019-01-01 17:00:00,0.513,0.451,0.158,17.011,59.54282386817373,451.0,386.6092952700159
2019-01-01 18:00:00,0.358,0.326,0.09,16.337,70.65655422332892,326.0,197.98096543377684
2019-01-01 19:00:00,0.109,0.118,0.017,15.541,81.30538604507991,118.0,34.83781184386653
2019-01-01 20:00:00,0.0,0.0,0.0,15.059,90.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,14.845,90.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,14.679,90.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,14.538,90.0,0.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,14.338,90.0,0.0,0.0
