Datetime-local,electricity,irradiance_direct,irradiance_diffuse,temperature,zenith,DNI,GHI
2019-01-01 00:00:00,0.0,0.0,0.0,15.082,90.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,15.189,90.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,15.198,90.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,15.218,90.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.0,0.0,15.303,90.0,0.0,0.0
2019-01-01 05:00:00,0.148,0.144,0.034,15.752,89.25144664521207,144.0,35.88126625718589
2019-01-01 06:00:00,0.306,0.25,0.105,16.352,79.40914367769773,250.0,150.94862107265348
2019-01-01 07:00:00,0.491,0.407,0.172,16.787,68.60182329267211,407.0,320.49279235609697
2019-01-01 08:00:00,0.594,0.486,0.229,17.065,57.38664584532201,486.0,490.9380223097402
2019-01-01 09:00:00,0.558,0.349,0.318,17.196,46.055976729296155,349.0,560.1903856438153
2019-01-01 10:00:00,0.5730000000000001,0.286,0.402,17.338,34.998470783841206,286.0,636.2818628636951
2019-01-01 11:00:00,0.612,0.307,0.435,17.498,25.036049068014393,307.0,713.1548040039711
2019-01-01 12:00:00,0.643,0.353,0.433,17.726,18.441965877230658,353.0,767.8715304917571
2019-01-01 13:00:00,0.675,0.444,0.389,17.947,19.25419148276106,444.0,808.1648152846786
2019-01-01 14:00:00,0.656,0.459,0.347,18.029,26.79686500585452,459.0,756.7082136789234
2019-01-01 15:00:00,0.5660000000000001,0.368,0.313,17.851,37.08070176364378,368.0,606.5856361464391
2019-01-01 16:00:00,0.531,0.398,0.237,17.58,48.236043338769996,398.0,502.09322449541236
2019-01-01 17:00:00,0.447,0.362,0.163,17.203,59.57283913448134,362.0,346.33221354756967
2019-01-01 18:00:00,0.325,0.289,0.089,16.695,70.73724437063616,289.0,184.34133625370382
2019-01-01 19:00:00,0.109,0.119,0.016,16.131,81.43370737033788,119.0,33.72548169369463
2019-01-01 20:00:00,0.0,0.0,0.0,15.738,90.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,15.533,90.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,15.372,90.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,15.253,90.0,0.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,15.084,90.0,0.0,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,14.987,90.0,0.0,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,15.031,90.0,0.0,0.0
