Datetime-local,electricity,irradiance_direct,irradiance_diffuse,temperature,zenith,DNI,GHI
2019-01-01 00:00:00,0.0,0.0,0.0,14.18,90.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,14.237,90.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,14.225,90.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,14.257,90.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.001,0.0,14.332,90.0,1.0,6.123233995736766e-17
2019-01-01 05:00:00,0.144,0.137,0.036,14.88,88.94854776584184,137.0,38.513987456039565
2019-01-01 06:00:00,0.315,0.258,0.107,15.838,79.06144009139354,258.0,155.957113981586
2019-01-01 07:00:00,0.5730000000000001,0.526,0.161,16.766,68.25365269218342,526.0,355.882065692422
2019-01-01 08:00:00,0.644,0.5730000000000001,0.213,17.422,57.048011896461944,573.0000000000001,524.6753662368549
2019-01-01 09:00:00,0.624,0.469,0.291,17.808,45.73823974420174,469.0,618.3326733499864
2019-01-01 10:00:00,0.622,0.383,0.376,18.098,34.721646631875174,383.0,690.798770887507
2019-01-01 11:00:00,0.652,0.398,0.404,18.344,24.847064563869324,398.0,765.1581832037192
2019-01-01 12:00:00,0.6930000000000001,0.48,0.384,18.678,18.448502368266347,480.0,839.332063952545
2019-01-01 13:00:00,0.732,0.598,0.325,18.991,19.49976410417969,598.0,888.7004335211734
2019-01-01 14:00:00,0.732,0.643,0.281,19.085,27.134535898041605,643.0,853.2301702159792
2019-01-01 15:00:00,0.655,0.542,0.267,18.78,37.431063147308755,542.0,697.3941851422311
2019-01-01 16:00:00,0.556,0.445,0.224,18.281,48.576193589625795,445.0,518.4224484053732
2019-01-01 17:00:00,0.46,0.385,0.157,17.7,59.89361213866182,385.0,350.11876780080127
2019-01-01 18:00:00,0.334,0.304,0.085,16.942,71.03181676916047,304.0,183.81308745682625
2019-01-01 19:00:00,0.107,0.119,0.015,16.013,81.69317686539657,119.0,32.192410618108525
2019-01-01 20:00:00,0.0,0.0,0.0,15.328,90.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,14.982,90.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,14.753,90.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,14.593,90.0,0.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,14.427,90.0,0.0,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,14.319,90.0,0.0,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,14.32,90.0,0.0,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,14.27,90.0,0.0,0.0
